#Format version: 1.0
time[us],accX[g],accY[g],accZ[g],
367227210,0.018,-0.025,-1.014,
367265734,0.019,-0.025,-1.013,
367304257,0.018,-0.025,-1.013,
367342780,0.018,-0.026,-1.013,
367381304,0.018,-0.025,-1.013,
367419827,0.018,-0.025,-1.013,
367458351,0.018,-0.026,-1.014,
367496874,0.018,-0.025,-1.013,
367535397,0.018,-0.025,-1.013,
367573920,0.018,-0.025,-1.013,
367612443,0.019,-0.025,-1.014,
367650967,0.019,-0.025,-1.014,
367689491,0.018,-0.026,-1.013,
367728014,0.018,-0.025,-1.013,
367766537,0.018,-0.025,-1.013,
367805060,0.018,-0.025,-1.014,
367843584,0.018,-0.025,-1.014,
367882108,0.018,-0.025,-1.013,
367920631,0.018,-0.025,-1.013,
367959154,0.018,-0.025,-1.014,
367997677,0.018,-0.025,-1.013,
368036201,0.018,-0.025,-1.013,
368074724,0.019,-0.025,-1.014,
368113248,0.018,-0.025,-1.013,
368151771,0.019,-0.025,-1.013,
368190294,0.019,-0.025,-1.014,
368228817,0.018,-0.025,-1.013,
368267341,0.018,-0.026,-1.013,
368305864,0.018,-0.025,-1.013,
368344387,0.018,-0.025,-1.014,
368382911,0.018,-0.025,-1.013,
368421434,0.018,-0.026,-1.013,
368459958,0.018,-0.025,-1.013,
368498480,0.019,-0.026,-1.014,
368537004,0.018,-0.026,-1.013,
368575527,0.018,-0.025,-1.014,
368614051,0.018,-0.025,-1.013,
368652575,0.018,-0.026,-1.014,
368691098,0.018,-0.025,-1.014,
368729621,0.018,-0.026,-1.013,
368768144,0.018,-0.025,-1.013,
368806668,0.018,-0.026,-1.013,
368845191,0.018,-0.025,-1.013,
368883714,0.019,-0.025,-1.013,
368922237,0.018,-0.025,-1.013,
368960761,0.018,-0.025,-1.013,
368999284,0.018,-0.025,-1.013,
369037808,0.019,-0.025,-1.013,
369076331,0.018,-0.025,-1.013,
369114854,0.018,-0.025,-1.013,
369153378,0.019,-0.025,-1.014,
369191901,0.018,-0.025,-1.013,
369230425,0.018,-0.025,-1.013,
