@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_VAR_on_ACC_X numeric
@attribute F6_VAR_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_ACC_V numeric
@attribute F9_MIN_on_ACC_X numeric
@attribute F10_MIN_on_ACC_Y numeric
@attribute F11_MIN_on_ACC_Z numeric
@attribute F12_MIN_on_ACC_V numeric
@attribute F13_MAX_on_ACC_X numeric
@attribute F14_MAX_on_ACC_Y numeric
@attribute F15_MAX_on_ACC_Z numeric
@attribute F16_MAX_on_ACC_V numeric
@attribute class {Jaz, Mami, Mirovanje, Sestra, Vati}

@data
-0.961426, 0.0492249, -0.0278778, 1.04492, 0.0922852, 0.0635986, 0.117737, 0.112305, -1.56934, -0.603516, -0.623535, 0.476807, -0.355957, 0.883789, 1.25977, 1.96094, Jaz
-0.978516, 0.0754395, -0.0643311, 1.08105, 0.195801, 0.0817871, 0.123535, 0.202148, -2.42773, -1, -0.819824, 0.326904, 0.155884, 0.892578, 1.08398, 2.53906, Jaz
-0.993164, 0.0980225, 0.0174255, 1.07617, 0.111328, 0.0640869, 0.100342, 0.118164, -1.58594, -0.628906, -0.711914, 0.525879, -0.165894, 0.775879, 0.849609, 1.7666, Jaz
-0.987305, 0.0717163, -0.0198059, 1.06543, 0.128906, 0.0594482, 0.095459, 0.129883, -1.64648, -0.883789, -0.636719, 0.471191, -0.139893, 0.591797, 0.931641, 1.95508, Jaz
-1.01758, 0.0893555, -0.0185394, 1.07422, 0.0869141, 0.0397034, 0.0869751, 0.104492, -1.7666, -0.4729, -0.614746, 0.567383, -0.525879, 0.666992, 1.0459, 1.83984, Jaz
-0.956055, 0.0282288, -0.0686035, 1.00391, 0.0698242, 0.0443115, 0.0428162, 0.0693359, -1.69727, -0.615723, -0.626953, 0.470947, -0.403809, 0.474854, 0.446777, 1.7627, Jaz
-1.02051, 0.104492, -0.0744629, 1.11133, 0.12793, 0.0899658, 0.0926514, 0.136719, -2.26367, -0.369873, -1.0498, 0.466064, -0.0289917, 0.980957, 0.712891, 2.35742, Jaz
-1.03613, 0.046875, 0.0532227, 1.09961, 0.0605469, 0.0509338, 0.0808716, 0.0605469, -1.61523, -0.48584, -0.516602, 0.478027, -0.298828, 0.595703, 0.824707, 1.6416, Jaz
-0.951172, 0.0866089, 0.000234008, 1.0166, 0.0698242, 0.0566406, 0.0750732, 0.0820313, -1.71484, -0.638672, -0.418945, 0.545898, -0.511719, 0.646973, 0.974609, 1.74219, Jaz
-0.958496, 0.0843506, -0.0301514, 1.01953, 0.0849609, 0.0400085, 0.0827637, 0.0957031, -1.72559, -0.553711, -0.663574, 0.536133, -0.427979, 0.556641, 0.875, 1.78613, Jaz
-1.00098, 0.0849609, 0.00361061, 1.06934, 0.0859375, 0.0477905, 0.100708, 0.103516, -1.59766, -0.402832, -0.536621, 0.537598, -0.48291, 0.618652, 1.04004, 1.91992, Jaz
-1, 0.0871582, 0.00779724, 1.06641, 0.108398, 0.0450745, 0.0964355, 0.119141, -1.81836, -0.490967, -0.681641, 0.547852, -0.233887, 0.758789, 0.986816, 1.86133, Jaz
-0.972168, 0.0177307, -0.0690918, 1.01953, 0.0927734, 0.0598145, 0.0396729, 0.102539, -1.76172, -0.813965, -0.518555, 0.4646, -0.245972, 0.555664, 0.696777, 1.81445, Jaz
-1.02539, 0.017807, -0.0367126, 1.0957, 0.078125, 0.0789795, 0.0792847, 0.0898438, -1.86035, -0.847656, -0.785645, 0.552246, -0.406982, 0.803711, 1.01563, 1.88867, Jaz
-0.988281, -0.0792236, 0.0738525, 1.00098, 0.00488281, 0.00167465, 0.00610352, 0, -1.05176, -0.228882, 0.0239868, 0.978516, -0.958984, -0.0129929, 0.328857, 1.07617, Mami
-0.940918, -0.120544, 0.133667, 0.999512, 0.0117188, 0.0169983, 0.0597839, 0.00585938, -1.17773, -0.379883, -0.313965, 0.739746, -0.695801, 0.291992, 0.528809, 1.22949, Mami
-0.985352, -0.141357, 0.00444031, 1.06152, 0.0898438, 0.0579529, 0.10498, 0.118164, -1.74414, -0.753906, -0.959961, 0.454102, -0.390869, 0.200928, 0.84082, 1.78613, Mami
-1.00195, -0.125854, 0.0475159, 1.06836, 0.120117, 0.0348206, 0.106201, 0.143555, -1.7207, -0.568848, -0.822754, 0.338135, -0.329834, 0.215942, 1.16992, 2.10938, Mami
-0.987793, -0.107178, 0.0126953, 1.0498, 0.0732422, 0.0354614, 0.0994873, 0.0908203, -1.69336, -0.571777, -0.70752, 0.411621, -0.408936, 0.326904, 1.12598, 2.11328, Mami
-0.971191, -0.13916, 0.025238, 1.05859, 0.100586, 0.0831909, 0.0918579, 0.119141, -1.63184, -0.986816, -0.759766, 0.489258, -0.484863, 0.257813, 0.867676, 1.92578, Mami
-0.987793, -0.12085, 0.0205536, 1.06641, 0.116211, 0.0408936, 0.132935, 0.141602, -1.75293, -0.538574, -0.875977, 0.433838, -0.383789, 0.290771, 1.11914, 2.08594, Mami
-1, -0.179321, 0.0133209, 1.07422, 0.0908203, 0.0443726, 0.103333, 0.118164, -1.60156, -0.561523, -0.777832, 0.393066, -0.308838, 0.269775, 0.827637, 1.77832, Mami
-0.997559, -0.161011, -0.00233841, 1.07129, 0.0644531, 0.0505676, 0.0820313, 0.0703125, -1.5957, -0.717773, -0.727539, 0.625488, -0.57959, 0.235962, 0.645996, 1.61914, Mami
-0.986816, -0.155273, 0.00117016, 1.05859, 0.0673828, 0.0553589, 0.0981445, 0.0966797, -1.4873, -0.664551, -0.970703, 0.526367, -0.474854, 0.326904, 0.73877, 1.66992, Mami
-0.979492, -0.142456, -0.0043602, 1.06836, 0.117676, 0.0644531, 0.115234, 0.131836, -1.84473, -0.827637, -0.790527, 0.411621, -0.270996, 0.333984, 1.05566, 2.05078, Mami
-1.02539, -0.123718, 0.00973511, 1.11621, 0.12793, 0.0872192, 0.113464, 0.155273, -1.8584, -0.855957, -0.83252, 0.458984, -0.398926, 0.375977, 0.990723, 1.98535, Mami
-1.01758, -0.0986328, 0.0430298, 1.09766, 0.12207, 0.0652466, 0.112122, 0.140625, -1.88574, -0.754883, -0.890625, 0.406494, -0.373779, 0.506836, 0.772949, 1.9043, Mami
-0.984863, -0.119507, 0.0386658, 1.08301, 0.137695, 0.0568848, 0.137329, 0.147461, -1.98926, -0.588867, -0.71875, 0.408936, -0.333984, 0.542969, 1.03223, 2.25781, Mami
-1.02344, -0.155151, 0.0273743, 1.11035, 0.12793, 0.0399475, 0.151123, 0.15918, -1.92188, -0.625977, -1.02734, 0.38208, -0.339844, 0.247925, 1.1582, 2.29883, Mami
-0.985352, -0.13208, 0.0165863, 1.07129, 0.117188, 0.0571594, 0.121094, 0.140625, -1.87207, -0.667969, -0.819824, 0.343018, -0.291992, 0.339844, 0.85791, 1.90234, Mami
-0.956055, -0.186401, -0.0317383, 1.0293, 0.0620117, 0.0315857, 0.0897217, 0.0722656, -1.48828, -0.633789, -0.916992, 0.450928, -0.332764, 0.148926, 0.580566, 1.66113, Mami
-1.00098, -0.188843, -0.11731, 1.08789, 0.0488281, 0.046051, 0.0866089, 0.046875, -1.9375, -0.589844, -0.658691, 0.697266, -0.614746, 0.265869, 1.18652, 2.27734, Mami
-1.01953, -0.19812, 0.0237732, 1.10059, 0.0664063, 0.0478516, 0.0971069, 0.0839844, -1.75977, -0.661621, -0.803711, 0.516113, -0.500977, 0.332764, 0.808594, 1.84668, Mami
-1.02051, -0.138794, 0.016922, 1.10352, 0.0849609, 0.0563049, 0.121704, 0.106445, -1.71094, -0.640625, -0.777832, 0.550781, -0.544922, 0.327881, 0.828613, 1.91797, Mami
-0.978516, -0.177734, 0.0342102, 1.07617, 0.108887, 0.0638428, 0.133057, 0.135742, -1.72754, -0.771973, -0.772949, 0.47876, -0.440918, 0.441895, 1.12207, 2.18555, Mami
-0.993164, -0.140625, -0.0176544, 1.06152, 0.105469, 0.0450439, 0.100891, 0.125977, -1.60059, -0.626953, -0.922852, 0.385986, -0.326904, 0.323975, 0.755859, 1.75488, Mami
-0.985352, -0.125488, 0.0303955, 1.04883, 0.0615234, 0.0512085, 0.0756836, 0.0751953, -1.60352, -0.61084, -0.512695, 0.603516, -0.564941, 0.431885, 0.673828, 1.71582, Mami
-0.984375, -0.131348, -0.0106201, 1.05371, 0.0854492, 0.0490417, 0.100464, 0.114258, -1.86426, -0.550781, -0.772949, 0.466309, -0.439941, 0.389893, 1.08789, 2.22461, Mami
-0.958984, -0.0921631, -0.0263977, 1.04004, 0.112793, 0.0588989, 0.102966, 0.121094, -1.85742, -0.711914, -0.800781, 0.479248, -0.300781, 0.422852, 0.883789, 1.93457, Mami
-0.953613, -0.0524292, 0.0455627, 1.00977, 0.0800781, 0.03125, 0.0734863, 0.0810547, -1.7959, -0.356934, -0.533691, 0.559082, -0.48584, 0.318848, 0.810547, 1.81152, Mami
-0.993164, -0.0725098, -0.00447083, 1.06055, 0.126953, 0.0448914, 0.100037, 0.133789, -1.85645, -0.588867, -0.665527, 0.39917, -0.271973, 0.269775, 0.911621, 1.91211, Mami
-0.979492, -0.081604, 0.0337219, 1.04492, 0.0776367, 0.0581055, 0.0726318, 0.0869141, -1.83984, -0.75, -0.577637, 0.506348, -0.454834, 0.279785, 0.742676, 1.88574, Mami
-0.98291, -0.0889282, 0.047699, 1.04688, 0.0952148, 0.0327454, 0.095459, 0.105469, -1.69824, -0.477783, -0.532715, 0.484619, -0.473877, 0.291992, 0.84668, 1.74414, Mami
-0.994629, -0.11615, 0.0415039, 1.06152, 0.0966797, 0.0440063, 0.101257, 0.118164, -1.6582, -0.673828, -0.652832, 0.494873, -0.448975, 0.334961, 1.01953, 2.00391, Mami
-1.00195, -0.0895996, 0.0114517, 1.05664, 0.100586, 0.0490723, 0.065918, 0.111328, -2.01563, -0.628906, -0.534668, 0.476807, -0.396973, 0.4729, 0.567871, 2.0918, Mami
-0.957031, -0.0947266, 0.0733032, 1.01758, 0.0532227, 0.0298462, 0.0806274, 0.0605469, -1.53027, -0.469971, -0.435791, 0.608887, -0.554688, 0.270996, 0.821777, 1.53711, Mami
-1.00879, -0.113892, 0.0439453, 1.07324, 0.0703125, 0.0377502, 0.107239, 0.0966797, -1.55957, -0.683594, -0.740723, 0.532227, -0.514648, 0.24292, 1.06348, 1.87988, Mami
-0.99707, -0.106628, 0.0140152, 1.06055, 0.0898438, 0.0466003, 0.0952148, 0.111328, -1.58594, -0.587891, -0.769531, 0.500488, -0.494873, 0.36377, 0.833984, 1.75391, Mami
-0.973633, -0.128662, 0.0191193, 1.03809, 0.074707, 0.0443726, 0.0917358, 0.100586, -1.54004, -0.522949, -0.771973, 0.460938, -0.453857, 0.394775, 0.696777, 1.75879, Mami
-0.998535, -0.115051, 0.0237732, 1.06641, 0.0859375, 0.0414734, 0.108276, 0.111328, -1.56738, -0.47998, -0.80957, 0.477051, -0.466797, 0.48877, 0.872559, 1.81543, Mami
-0.989258, -0.118835, -0.00907898, 1.05078, 0.0712891, 0.0428467, 0.0853271, 0.0869141, -1.61816, -0.61084, -0.753906, 0.537109, -0.473877, 0.263916, 0.803711, 1.83301, Mami
-1.00977, -0.180054, -0.0607605, 1.09473, 0.0566406, 0.0644531, 0.0865479, 0.0634766, -1.68945, -0.734863, -0.910645, 0.560547, -0.331787, 0.449951, 0.695801, 1.75293, Mami
-1.0625, -0.139282, -0.147339, 1.13672, 0.0126953, 0.0403442, 0.088562, 0.0244141, -1.46387, -0.626953, -0.687988, 0.899902, -0.816895, 0.326904, 1.32031, 1.82031, Mami
-0.987793, -0.110657, 0.0307007, 1.07227, 0.117188, 0.0735474, 0.102783, 0.133789, -1.75391, -0.687988, -0.717773, 0.418457, -0.366943, 0.525879, 0.812988, 1.8916, Mami
-0.994141, -0.112305, 0.0119324, 1.07129, 0.115234, 0.0491028, 0.115112, 0.132813, -1.74219, -0.697754, -0.822754, 0.466064, -0.428955, 0.256836, 0.94873, 2.00195, Mami
-0.998535, -0.0929565, 0.00299072, 1.07715, 0.108398, 0.0503235, 0.118286, 0.12207, -1.9375, -0.544922, -0.903809, 0.469727, -0.287842, 0.37085, 0.822754, 1.98047, Mami
-0.99707, -0.112061, 0.0180511, 1.07031, 0.0976563, 0.0479126, 0.107178, 0.112305, -1.73926, -0.662598, -0.748535, 0.512695, -0.46582, 0.380859, 0.922852, 1.82813, Mami
-0.986816, -0.110474, -0.0203857, 1.05859, 0.0791016, 0.0610962, 0.101501, 0.106445, -1.72168, -0.744629, -0.894531, 0.451172, -0.430908, 0.299805, 0.955566, 2.01367, Mami
-0.973633, -0.0886841, 0.0419922, 1.01953, 0.059082, 0.0237579, 0.0652466, 0.0644531, -1.61719, -0.421875, -0.48584, 0.541504, -0.421875, 0.349854, 0.621582, 1.69043, Mami
-0.974121, -0.0984497, -0.00857544, 1.02344, 0.0375977, 0.0372314, 0.0595093, 0.046875, -1.58594, -0.526855, -0.758789, 0.690918, -0.668945, 0.36084, 0.537598, 1.60352, Mami
-0.982422, -0.0923462, 0.00362206, 1.04004, 0.0913086, 0.0410156, 0.0799561, 0.104492, -1.75391, -0.653809, -0.606934, 0.461914, -0.399902, 0.251953, 0.966797, 1.9375, Mami
-0.998047, -0.0927734, 0.00969696, 1.05859, 0.0859375, 0.0441284, 0.0847168, 0.09375, -1.71289, -0.652832, -0.614746, 0.563477, -0.494873, 0.344971, 0.84082, 1.71484, Mami
-0.995605, -0.117432, 0.0198669, 1.05664, 0.0410156, 0.0507813, 0.0705566, 0.0517578, -1.44238, -0.609863, -0.589844, 0.663574, -0.598633, 0.318848, 0.5, 1.55469, Mami
-0.990234, -0.109131, 0.0185242, 1.05566, 0.0507813, 0.052124, 0.0779419, 0.0615234, -1.73047, -0.695801, -0.695801, 0.601074, -0.531738, 0.423828, 0.652832, 1.7334, Mami
-1.0127, -0.116272, 0.00709915, 1.05859, 0.0292969, 0.0306396, 0.0598145, 0.0410156, -1.47852, -0.534668, -0.795898, 0.717285, -0.70459, 0.368896, 0.466797, 1.57031, Mami
-0.979492, -0.149536, -0.0109177, 1.0498, 0.0351563, 0.0588379, 0.0707397, 0.0439453, -1.44727, -0.632813, -0.805664, 0.625, -0.619629, 0.387939, 0.669922, 1.5498, Mami
-0.974609, -0.109436, -0.0305023, 1.03223, 0.0913086, 0.06073, 0.0596008, 0.107422, -1.85547, -0.700684, -0.705566, 0.439697, -0.300781, 0.332764, 0.584961, 1.87012, Mami
-1.02344, -0.079834, 0.00186157, 1.08398, 0.0712891, 0.0770874, 0.0740967, 0.103516, -1.70117, -0.814941, -0.601563, 0.51123, -0.461914, 0.390869, 0.87793, 1.87695, Mami
-1.02148, -0.110962, 0.0218964, 1.0957, 0.09375, 0.049469, 0.0967407, 0.0957031, -1.97363, -0.626953, -0.530762, 0.495605, -0.411865, 0.471924, 0.802734, 2.05859, Mami
-0.978516, -0.114746, 0.0247803, 1.04883, 0.090332, 0.0361023, 0.111633, 0.109375, -1.69336, -0.618652, -0.969727, 0.54834, -0.510742, 0.191895, 0.967773, 1.8457, Mami
-0.958496, -0.108154, 0.041748, 1.02148, 0.0717773, 0.0457458, 0.0814209, 0.0908203, -1.58789, -0.646973, -0.48877, 0.528809, -0.484863, 0.260986, 0.911621, 1.75391, Mami
-0.955566, -0.0778198, -0.0197601, 1.01758, 0.0849609, 0.042511, 0.0752563, 0.0888672, -2.02734, -0.591797, -0.709961, 0.397949, -0.23291, 0.341797, 0.671875, 2.0293, Mami
-1.00391, -0.02005, -0.0398254, 1.06641, 0.151367, 0.0408936, 0.0881348, 0.155273, -2.39648, -0.622559, -0.875977, 0.381348, -0.316895, 0.359863, 0.528809, 2.56836, Mami
-0.963867, -0.0587769, 0.0640259, 1.03613, 0.0473633, 0.0351563, 0.0946045, 0.0400391, -1.72656, -0.411865, -0.387939, 0.601563, -0.550781, 0.317871, 0.709961, 1.73633, Mami
-0.988281, -0.0703125, 0.0275879, 1.04688, 0.0839844, 0.0380249, 0.0894165, 0.100586, -1.74414, -0.59668, -0.770996, 0.454834, -0.432861, 0.320801, 0.801758, 1.79688, Mami
-1.01465, -0.104126, 0.036499, 1.06934, 0.0654297, 0.0455627, 0.0806885, 0.0917969, -1.74805, -0.778809, -0.651855, 0.54248, -0.535645, 0.250977, 0.722656, 1.77832, Mami
-0.96875, -0.109192, 0.0295258, 1.03027, 0.0722656, 0.036438, 0.0948486, 0.0927734, -1.45605, -0.444824, -0.788574, 0.511719, -0.497803, 0.255859, 0.743652, 1.6084, Mami
-0.987793, -0.101624, -0.0143661, 1.04297, 0.0732422, 0.0402222, 0.0761719, 0.0898438, -1.67383, -0.652832, -0.678711, 0.54541, -0.477783, 0.263916, 0.82373, 1.70996, Mami
-0.986328, -0.0980835, -0.0182953, 1.0459, 0.0761719, 0.0503235, 0.0716553, 0.0888672, -1.76172, -0.650879, -0.655762, 0.474854, -0.418945, 0.308838, 0.769531, 1.81934, Mami
-1.03516, -0.145996, 0.0173492, 1.11426, 0.0634766, 0.053894, 0.102356, 0.0732422, -1.74023, -0.668945, -0.909668, 0.573242, -0.4729, 0.414795, 0.791992, 1.79004, Mami
-0.977539, -0.0820313, 0.0285034, 1.03223, 0.059082, 0.0524292, 0.0527954, 0.0605469, -2.0293, -0.760742, -0.313965, 0.577637, -0.5, 0.376953, 0.688965, 2.08008, Mami
-0.975098, -0.00528336, 0.100891, 1.04785, 0.0795898, 0.055481, 0.0716553, 0.0693359, -2.05273, -0.457764, -0.469971, 0.684082, -0.612793, 0.527832, 0.852539, 2.0625, Mami
-0.973633, -0.0852051, 0.0796509, 1.0918, 0.391113, 0.0611572, 0.0946655, 0.31543, -3.54688, -0.57373, -0.539551, 0.269775, 0.0599976, 0.583984, 0.927734, 3.58789, Mami
-1.02734, -0.110535, 0.0743408, 1.11426, 0.257813, 0.0382996, 0.0766602, 0.202148, -3.06641, -0.464844, -0.519531, 0.286377, 0.0519714, 0.513672, 0.519531, 3.08594, Mami
-0.919434, -0.0921631, 0.0921631, 0.981445, 0.142578, 0.0361633, 0.0363159, 0.112793, -1.49805, -0.509766, -0.231934, 0.222412, -0.187988, 0.36499, 0.838867, 1.50293, Mami
-1.03516, -0.0316467, 0.0480042, 1.07617, 0.264648, 0.0368652, 0.0462952, 0.260742, -3.60938, -0.348877, -0.435791, 0.383545, -0.281982, 0.442871, 0.61377, 3.66797, Mami
-1.01855, -0.102356, -0.019577, 1.06934, 0.104492, 0.0417786, 0.0516052, 0.103516, -2.27734, -0.705566, -0.480957, 0.54834, -0.537598, 0.329834, 0.466797, 2.29102, Mami
-0.851563, -0.188232, 0.220825, 0.975098, 0.111816, 0.0454407, 0.0912476, 0.10791, -1.79883, -0.932617, -0.213989, 0.475098, -0.162964, 0.299805, 1.14844, 2.15234, Mami
-0.964355, -0.111328, 0.123291, 1.04492, 0.276855, 0.057373, 0.067688, 0.268555, -3.61914, -1.00195, -0.676758, 0.336182, -0.0829468, 0.523926, 1.10645, 3.76563, Mami
-0.94873, -0.130005, 0.126465, 1.0332, 0.29541, 0.0493164, 0.0655518, 0.274414, -3.29492, -0.699707, -0.609863, 0.284424, -0.187988, 0.513672, 1.21582, 3.40234, Mami
-0.969238, -0.126587, 0.0899658, 1.05859, 0.150391, 0.0767822, 0.061676, 0.130859, -1.65234, -1.57129, -0.577637, 0.192993, -0.109985, 0.392822, 0.708984, 2.07617, Mami
-0.984375, -0.111145, 0.00191498, 1.03027, 0.0463867, 0.0406799, 0.0479126, 0.0546875, -1.58594, -0.533691, -0.48584, 0.556641, -0.48999, 0.182983, 1.09961, 1.82129, Mami
-1, -0.09021, -0.002388, 1.06445, 0.0683594, 0.0568542, 0.0830688, 0.0849609, -1.59082, -0.662598, -0.59668, 0.545898, -0.522949, 0.37085, 0.799805, 1.80371, Mami
-1.00977, -0.0830688, -0.00286293, 1.08008, 0.0761719, 0.0640259, 0.09198, 0.0898438, -1.61914, -0.668945, -0.671875, 0.49707, -0.490967, 0.404785, 0.797852, 1.76172, Mami
-0.996582, -0.107056, 0.000819683, 1.05664, 0.0722656, 0.0376282, 0.0934448, 0.0917969, -1.58496, -0.57373, -0.758789, 0.454834, -0.414795, 0.287842, 0.801758, 1.72852, Mami
-0.977539, -0.105347, -0.00064373, 1.04004, 0.0766602, 0.0462646, 0.0814819, 0.0917969, -1.65039, -0.55957, -0.727539, 0.558594, -0.451904, 0.317871, 0.820801, 1.82031, Mami
-0.986328, -0.0997925, -0.0112915, 1.05273, 0.0839844, 0.0597534, 0.0795288, 0.0947266, -1.64453, -0.677734, -0.807617, 0.514648, -0.424805, 0.548828, 0.84082, 1.8457, Mami
-0.980469, -0.0900269, -0.02388, 1.04102, 0.0825195, 0.0507202, 0.0811768, 0.0996094, -1.71387, -0.679688, -0.637695, 0.421143, -0.343994, 0.332764, 0.828613, 1.83887, Mami
-0.995605, -0.0307617, -0.00934601, 1.05078, 0.106445, 0.0385437, 0.0708618, 0.106445, -1.8623, -0.47583, -0.49292, 0.524902, -0.36792, 0.320801, 0.759766, 1.86816, Mami
-0.995117, -0.0456543, -0.00363922, 1.05371, 0.0878906, 0.0518799, 0.0673828, 0.0917969, -1.92578, -0.655762, -0.553711, 0.48291, -0.355957, 0.405762, 0.666992, 1.98828, Mami
-0.995605, -0.0343933, 0.00435257, 1.05078, 0.0625, 0.0476379, 0.0640259, 0.0644531, -1.79004, -0.523926, -0.410889, 0.63623, -0.57373, 0.376953, 0.555664, 1.83398, Mami
-0.987793, -0.0470886, 0.010231, 1.03711, 0.0390625, 0.0606995, 0.0450439, 0.0488281, -1.43555, -0.675781, -0.343994, 0.608887, -0.584961, 0.380859, 0.594727, 1.69336, Mami
-1, -0.124146, 0.0369568, 1.05566, 0.0449219, 0.0407715, 0.064209, 0.0546875, -1.46875, -0.619629, -0.599609, 0.611816, -0.588867, 0.395996, 0.683594, 1.53809, Mami
-0.972656, -0.102722, 0.00942993, 1.03809, 0.0615234, 0.0498047, 0.085144, 0.0742188, -1.50488, -0.621582, -0.661621, 0.568848, -0.520996, 0.243896, 0.825684, 1.59668, Mami
-1.00488, -0.0808105, -0.00895691, 1.06055, 0.078125, 0.0423889, 0.0889893, 0.100586, -1.54883, -0.49292, -0.677734, 0.55127, -0.48999, 0.35498, 0.887695, 1.85156, Mami
-0.981445, -0.0807495, -0.0368958, 1.03223, 0.0639648, 0.0412292, 0.0639648, 0.0742188, -1.49512, -0.398926, -0.744629, 0.446289, -0.401855, 0.34082, 0.575684, 1.5918, Mami
-1.0166, -0.0948486, -0.0214539, 1.08594, 0.0722656, 0.0533447, 0.0896606, 0.0839844, -1.60254, -0.49292, -0.711914, 0.556152, -0.521973, 0.35083, 0.797852, 1.69434, Mami
-1.01465, -0.09552, -0.0100403, 1.08398, 0.0751953, 0.0586853, 0.0891113, 0.0898438, -1.72363, -0.544922, -0.60791, 0.335205, -0.285889, 0.442871, 0.810547, 1.82422, Mami
-1.0166, -0.0988159, -0.00922394, 1.08008, 0.0722656, 0.0557251, 0.0748291, 0.0800781, -1.77539, -0.581543, -0.569824, 0.420898, -0.326904, 0.426758, 0.616699, 1.86426, Mami
-0.984863, -0.0896606, 0.0170288, 1.03418, 0.0537109, 0.0545959, 0.0482788, 0.0625, -1.65625, -0.594727, -0.469971, 0.608398, -0.49585, 0.389893, 0.551758, 1.66602, Mami
-0.970703, -0.0863647, -0.0588989, 1.01465, 0.0244141, 0.0353699, 0.0469666, 0.0341797, -1.44922, -0.603516, -0.569824, 0.652832, -0.591797, 0.334961, 0.424805, 1.49805, Mami
-0.993164, -0.0981445, -0.0925293, 1.0459, 0.0214844, 0.0419312, 0.0502319, 0.0224609, -1.47266, -0.441895, -0.643555, 0.741699, -0.675781, 0.22998, 0.605957, 1.51563, Mami
-0.993164, 0.00498581, -0.039978, 1.05566, 0.0849609, 0.0649414, 0.0560303, 0.0820313, -2.07422, -0.621582, -0.497803, 0.422119, -0.348877, 0.418945, 0.563965, 2.14258, Mami
-0.987793, -0.0845337, 0.0426025, 1.04785, 0.0849609, 0.0420837, 0.0749512, 0.0878906, -1.69043, -0.650879, -0.663574, 0.563477, -0.466797, 0.337891, 0.85498, 1.82031, Mami
-1.00879, -0.0768433, 0.0119324, 1.07715, 0.0722656, 0.0549011, 0.0979004, 0.0869141, -1.52637, -0.570801, -0.817871, 0.580078, -0.553711, 0.288818, 0.827637, 1.72949, Mami
-0.97168, -0.0674438, 0.0266876, 1.0332, 0.0742188, 0.0437317, 0.0854492, 0.0878906, -1.61816, -0.622559, -0.740723, 0.534668, -0.510742, 0.281982, 0.786621, 1.69629, Mami
-0.972656, -0.0611877, -0.0545959, 1.01367, 0.0654297, 0.0303802, 0.0476685, 0.0693359, -1.67773, -0.385986, -0.60498, 0.547363, -0.515625, 0.281982, 0.49585, 1.69824, Mami
-1.0166, -0.0605469, -0.0306091, 1.07422, 0.0703125, 0.0558167, 0.0696411, 0.0830078, -1.64844, -0.515625, -0.578613, 0.48291, -0.383789, 0.524902, 0.618652, 1.76074, Mami
-1.0293, -0.0883179, -0.0138855, 1.0918, 0.0712891, 0.0375977, 0.0866089, 0.0751953, -1.73828, -0.428955, -0.740723, 0.444336, -0.327881, 0.295898, 0.740723, 1.78125, Mami
-0.982422, -0.09198, 0.00802612, 1.03125, 0.059082, 0.0266418, 0.0720825, 0.0703125, -1.82422, -0.457764, -0.644531, 0.532227, -0.484863, 0.236938, 0.656738, 1.83105, Mami
-0.96582, -0.0588379, 0.0112991, 1.00977, 0.034668, 0.0454407, 0.0432739, 0.0390625, -1.46582, -0.55957, -0.386963, 0.670898, -0.648926, 0.424805, 0.569824, 1.54297, Mami
-0.993164, -0.098999, 0.00750351, 1.0498, 0.0439453, 0.0574646, 0.0588989, 0.0556641, -1.4502, -0.608887, -0.567871, 0.692871, -0.667969, 0.306885, 0.690918, 1.58691, Mami
-1.00684, -0.0908813, -0.0237885, 1.06836, 0.0634766, 0.061615, 0.0636597, 0.0693359, -1.69238, -0.605957, -0.580566, 0.533691, -0.451904, 0.437988, 0.723633, 1.76367, Mami
-0.979492, -0.0626831, 0.00702667, 1.04492, 0.0805664, 0.0470886, 0.0760498, 0.078125, -1.64551, -0.564941, -0.621582, 0.553223, -0.464844, 0.36792, 0.724609, 1.67676, Mami
-1.03223, -0.0893555, 0.00593948, 1.08301, 0.0712891, 0.0429688, 0.0814209, 0.0957031, -1.875, -0.525879, -0.69873, 0.602051, -0.480957, 0.36084, 0.746582, 1.87793, Mami
-0.974609, -0.071167, 0.00224686, 1.03809, 0.0786133, 0.0481873, 0.0783691, 0.0859375, -1.47656, -0.529785, -0.668945, 0.469971, -0.297852, 0.358887, 0.728516, 1.56152, Mami
-0.985352, -0.0633545, -0.0349731, 1.03613, 0.0742188, 0.0387268, 0.0583801, 0.0742188, -1.78809, -0.467773, -0.606934, 0.60498, -0.443848, 0.417969, 0.599609, 1.80078, Mami
-0.982422, -0.0435486, -0.0435181, 1.03711, 0.0864258, 0.0563354, 0.0545044, 0.0966797, -1.75098, -0.546875, -0.583984, 0.469971, -0.35791, 0.412842, 0.630859, 1.80273, Mami
-1.02441, -0.0671997, -0.0213318, 1.08203, 0.0859375, 0.0440369, 0.0828247, 0.100586, -1.75586, -0.494873, -0.543945, 0.284668, -0.234985, 0.442871, 0.802734, 1.83008, Mami
-1.02246, -0.0983276, 0.006073, 1.08594, 0.0566406, 0.0480042, 0.0848999, 0.0664063, -1.7207, -0.476807, -0.783691, 0.567383, -0.446777, 0.401855, 0.690918, 1.77539, Mami
