@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_VAR_on_ACC_X numeric
@attribute F6_VAR_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_ACC_V numeric
@attribute F9_MIN_on_ACC_X numeric
@attribute F10_MIN_on_ACC_Y numeric
@attribute F11_MIN_on_ACC_Z numeric
@attribute F12_MIN_on_ACC_V numeric
@attribute F13_MAX_on_ACC_X numeric
@attribute F14_MAX_on_ACC_Y numeric
@attribute F15_MAX_on_ACC_Z numeric
@attribute F16_MAX_on_ACC_V numeric
@attribute class {Jaz, Mami, Mirovanje, Sestra, Vati}

@data
-0.993164, -0.0199585, -0.0492554, 1.05176, 0.0810547, 0.0568542, 0.0577087, 0.0791016, -1.75098, -0.453857, -0.37085, 0.469971, -0.35791, 0.412842, 0.630859, 1.80273, Mami
-0.975098, -0.0670776, -0.0375061, 1.02344, 0.0913086, 0.0546265, 0.051239, 0.106445, -1.4873, -0.546875, -0.583984, 0.582031, -0.568848, 0.178955, 0.417969, 1.57227, Mami
-1.01074, -0.0289154, 0.0113907, 1.08594, 0.12207, 0.0532532, 0.112976, 0.130859, -1.75586, -0.459961, -0.429932, 0.284668, -0.234985, 0.442871, 0.802734, 1.83008, Mami
-1.03613, -0.105286, -0.0540466, 1.07715, 0.0566406, 0.0319519, 0.0506897, 0.0683594, -1.42676, -0.494873, -0.543945, 0.625, -0.619629, 0.148926, 0.35498, 1.51367, Mami
-0.979492, -0.00422287, 0.0827026, 1.05566, 0.0952148, 0.0609436, 0.0899048, 0.0996094, -1.7207, -0.469971, -0.407959, 0.567383, -0.446777, 0.401855, 0.690918, 1.77539, Mami
-1.06348, -0.192261, -0.0706177, 1.11719, 0.0224609, 0.0173645, 0.0678711, 0.03125, -1.31055, -0.476807, -0.783691, 0.864746, -0.85498, 0.0309906, 0.392822, 1.55176, Mami
-0.907715, 0.0571289, 0.0495605, 0.954102, 0.0454102, 0.0353088, 0.0476379, 0.046875, -1.60645, -0.481934, -0.272949, 0.629395, -0.587891, 0.431885, 0.412842, 1.68359, Mami
-1.01758, -0.119507, -0.0760498, 1.03906, 0.00390625, 0.0159454, 0.0147247, 0.0078125, -1.17383, -0.351807, -0.25, 0.919434, -0.912598, 0.12793, 0.235962, 1.17871, Mami
-0.927734, 0.0650635, 0.137695, 0.970215, 0.0253906, 0.0386047, 0.0204926, 0.0258789, -1.2627, -0.35083, -0.17395, 0.744629, -0.699707, 0.392822, 0.398926, 1.31445, Mami
-1.00488, -0.0428772, -0.0986328, 1.03418, 0.0546875, 0.0161133, 0.0235138, 0.0449219, -1.83496, -0.204956, -0.339844, 0.562988, -0.554688, 0.25, 0.380859, 1.84668, Mami
-0.98291, -0.0516663, 3.98755e-05, 1.01563, 0.0375977, 0.020874, 0.0480042, 0.0449219, -1.40625, -0.338867, -0.509766, 0.680176, -0.676758, 0.149902, 0.468994, 1.50098, Mami
-1.00195, -0.0604858, -0.0210266, 1.0332, 0.0517578, 0.0214233, 0.0362549, 0.0498047, -1.84277, -0.36377, -0.404785, 0.658203, -0.652832, 0.159912, 0.321777, 1.84766, Mami
-0.995117, -0.0684814, -0.13916, 1.01172, 0.00195313, 0.00394821, 0.00492859, 0.000976563, -1.09375, -0.19397, -0.251953, 0.952637, -0.925781, 0.0379944, 0.136963, 1.12012, Mami
-0.953125, 0.0983276, 0.0357971, 0.977051, 0.00146484, 0.0289764, 0.010231, 0.00830078, -1.08105, -0.107971, -0.168945, 0.839844, -0.814941, 0.496826, 0.219971, 1.18945, Mami
-0.991211, -0.108521, -0.0634155, 1.03418, 0.0371094, 0.0421448, 0.0326233, 0.0429688, -1.70703, -0.608887, -0.457764, 0.702148, -0.685547, 0.204956, 0.25293, 1.71191, Mami
-1.04883, -0.12146, -0.0303955, 1.06934, 0.0107422, 0.00831604, 0.022522, 0.0146484, -1.25293, -0.321777, -0.381836, 0.893555, -0.881836, 0.0169983, 0.35083, 1.27246, Mami
-0.922363, -0.0411072, 0.102661, 0.957031, 0.0288086, 0.0236664, 0.0360107, 0.0375977, -1.35938, -0.392822, -0.288818, 0.742676, -0.694824, 0.167969, 0.542969, 1.37402, Mami
-0.887207, -0.0999146, 0.0778809, 0.90625, 0.012207, 0.00518036, 0.0105209, 0.00927734, -1.10645, -0.278809, -0.0739746, 0.6875, -0.630859, 0.0219879, 0.301758, 1.13965, Mami
-0.943848, -0.0903931, 0.28418, 1.02051, 0.242188, 0.0224609, 0.022522, 0.224609, -1.78809, -0.390869, -0.00699997, 0.425293, -0.274902, 0.217896, 0.677734, 1.82617, Mami
-1.02441, -0.0863037, 0.0410156, 1.09961, 0.182617, 0.0601196, 0.0706787, 0.163086, -2.53516, -0.49585, -0.50293, 0.605469, -0.298828, 0.528809, 0.493896, 2.60352, Mami
-0.857422, -0.0571594, 0.226929, 0.91748, 0.215332, 0.0323792, 0.0233459, 0.220703, -1.91797, -0.415771, 0.00799561, 0.21875, -0.185913, 0.504883, 0.673828, 1.94141, Mami
-1.08691, -0.0936279, 0.0582275, 1.20508, 0.246094, 0.11499, 0.129272, 0.230469, -2.33789, -0.640625, -0.602539, 0.333496, -0.269775, 0.70752, 1.0918, 2.34961, Mami
-0.960938, -0.115784, 0.16333, 1.00195, 0.115723, 0.0344849, 0.0119019, 0.123047, -1.84473, -0.498779, -0.0379944, 0.513672, -0.470947, 0.380859, 0.457764, 1.86328, Mami
-0.998535, -0.123108, 0.123108, 1.07422, 0.194336, 0.0921631, 0.050293, 0.209961, -1.92773, -0.541992, -0.372803, 0.424072, -0.379883, 0.611816, 0.547852, 1.98828, Mami
-0.954102, -0.249756, -0.0438232, 1.0332, 0.0439453, 0.0343628, 0.0607605, 0.046875, -1.4834, -0.620605, -0.679688, 0.84668, -0.784668, 0.117981, 0.312988, 1.63574, Mami
-1.04102, 0.0547485, 0.100037, 1.1543, 0.198242, 0.127319, 0.154053, 0.243164, -2.16211, -0.581543, -0.617676, 0.65918, -0.437988, 0.997559, 1.46094, 2.75391, Mami
-1.02832, -0.167725, -0.0722656, 1.09277, 0.0380859, 0.039856, 0.0648804, 0.0380859, -1.56543, -0.536621, -0.653809, 0.841797, -0.663574, 0.125, 0.525879, 1.66992, Mami
-0.961426, 0.041748, -0.0033989, 1.04492, 0.0410156, 0.0544434, 0.135376, 0.0664063, -1.38574, -0.554688, -0.734863, 0.611816, -0.562988, 0.516602, 1.1709, 1.83496, Mami
-0.901367, -0.0449829, -0.0170441, 0.928711, 0.0170898, 0.0139694, 0.0395813, 0.0219727, -1.2793, -0.319824, -0.508789, 0.701172, -0.660645, 0.0959473, 0.849609, 1.53711, Mami
-0.936523, -0.0395508, 0.202271, 0.988281, 0.220703, 0.0433655, 0.0155945, 0.222656, -1.90527, -0.34082, -0.0709839, 0.358398, -0.300781, 0.560547, 0.470947, 1.92773, Mami
-1.08008, -0.0810547, 0.0683594, 1.15625, 0.12793, 0.0750732, 0.0748901, 0.121094, -2.31055, -0.574707, -0.452881, 0.657715, -0.461914, 0.575684, 0.630859, 2.33984, Mami
-0.935547, -0.0932007, 0.188599, 0.983398, 0.135254, 0.0271149, 0.0246887, 0.140137, -1.83105, -0.451904, -0.0889893, 0.451904, -0.402832, 0.304932, 0.59082, 1.90723, Mami
-1.00879, -0.116638, 0.0950928, 1.10449, 0.175781, 0.0877686, 0.0999146, 0.182617, -1.84961, -0.508789, -0.467773, 0.329346, -0.287842, 0.567871, 1.09668, 1.96387, Mami
-1.03516, -0.104492, 0.116638, 1.08789, 0.0947266, 0.0526733, 0.0479736, 0.109375, -1.83789, -0.518555, -0.36499, 0.683105, -0.663574, 0.512695, 0.562988, 1.93555, Mami
-0.912598, -0.126709, 0.15918, 1.00684, 0.338867, 0.0755005, 0.0632324, 0.335938, -2.44922, -0.757813, -0.550781, 0.318848, -0.240967, 0.468994, 0.693848, 2.50977, Mami
-0.918457, -0.165283, -0.00408936, 0.984375, 0.0605469, 0.0438538, 0.0537415, 0.0610352, -1.79688, -0.57373, -0.504883, 0.639648, -0.548828, 0.217896, 0.473877, 1.80176, Mami
-1.09668, -0.0589294, 0.279785, 1.16504, 0.164063, 0.0479431, 0.0164185, 0.15918, -2.2832, -0.511719, -0.0409851, 0.600586, -0.578613, 0.36084, 0.457764, 2.29297, Mami
-0.9375, -0.0352173, -0.130737, 0.997559, 0.0200195, 0.0607605, 0.0302734, 0.0126953, -1.17188, -0.390869, -0.509766, 0.633789, -0.484863, 0.481934, 0.259766, 1.20117, Mami
-0.954102, -0.0562134, 0.0560303, 1, 0.0947266, 0.0474854, 0.051239, 0.109375, -1.50293, -0.59668, -0.467773, 0.502441, -0.483887, 0.204956, 0.545898, 1.54785, Mami
-1.00977, -0.0515137, -0.0312042, 1.07422, 0.0869141, 0.0471497, 0.0877075, 0.0917969, -1.56934, -0.477783, -0.416992, 0.541992, -0.457764, 0.301758, 0.917969, 1.80469, Mami
-0.985352, -0.0983887, -0.0487671, 1.03418, 0.0683594, 0.0380859, 0.059845, 0.0810547, -1.47559, -0.524902, -0.617676, 0.618652, -0.597656, 0.153931, 0.520996, 1.51074, Mami
-1.02637, -0.0926514, -0.0163879, 1.10742, 0.0712891, 0.0725098, 0.0979614, 0.0800781, -1.46191, -0.566895, -0.513672, 0.532715, -0.425781, 0.336914, 0.800781, 1.63086, Mami
-1.02734, -0.122437, -0.0531006, 1.07617, 0.0507813, 0.0506287, 0.0504761, 0.0673828, -1.52441, -0.629883, -0.709961, 0.663086, -0.642578, 0.157959, 0.305908, 1.64453, Mami
-0.973145, -0.0208588, 0.0653076, 1.02539, 0.0473633, 0.0366821, 0.074585, 0.0605469, -1.45215, -0.385986, -0.372803, 0.606934, -0.570801, 0.383789, 0.671875, 1.52539, Mami
-1.0791, -0.169189, -0.057251, 1.12012, 0.0175781, 0.0190125, 0.0491943, 0.0273438, -1.42285, -0.4729, -0.625977, 0.901855, -0.883789, 0.0749512, 0.407959, 1.51074, Mami
-0.884766, 0.030304, 0.0597534, 0.936523, 0.101563, 0.0223846, 0.0773926, 0.109375, -1.69043, -0.382813, -0.349854, 0.484375, -0.422852, 0.304932, 0.663574, 1.73633, Mami
-1.06152, -0.196777, -0.0149918, 1.10352, 0.0263672, 0.0329285, 0.0251007, 0.0332031, -1.4668, -0.568848, -0.425781, 0.868652, -0.856934, 0.0969849, 0.402832, 1.57422, Mami
-0.970703, -0.0264587, 0.0397034, 1.05664, 0.104492, 0.0514832, 0.130859, 0.115234, -1.86328, -0.434814, -0.688965, 0.589844, -0.470947, 0.474854, 0.873535, 1.87793, Mami
-0.97168, -0.106018, -0.0491638, 1.0293, 0.0498047, 0.0668945, 0.0244904, 0.0429688, -1.48047, -0.5, -0.362793, 0.695801, -0.470947, 0.527832, 0.334961, 1.59082, Mami
-0.972168, -0.0462952, 0.0481262, 1.04297, 0.0927734, 0.0436707, 0.117859, 0.117188, -1.4707, -0.48877, -0.644531, 0.535645, -0.504883, 0.19397, 0.70752, 1.67285, Mami
-0.986328, -0.0462341, -0.116028, 1.03613, 0.0810547, 0.0610962, 0.0172577, 0.0722656, -1.79199, -0.411865, -0.391846, 0.541016, -0.419922, 0.35376, 0.105957, 1.86426, Mami
-0.973145, -0.0197906, 0.0685425, 1.03711, 0.102051, 0.045166, 0.0982056, 0.12207, -1.55762, -0.578613, -0.645996, 0.574219, -0.546875, 0.230957, 0.509766, 1.59766, Mami
-1.0127, -0.0361938, -0.0457764, 1.06348, 0.0898438, 0.04776, 0.0465088, 0.0820313, -1.90918, -0.309814, -0.382813, 0.464844, -0.332764, 0.437988, 0.461914, 1.96973, Mami
-1.02344, -0.0509338, 0.00856781, 1.06445, 0.0625, 0.0440063, 0.0516052, 0.0800781, -1.52637, -0.471924, -0.497803, 0.624512, -0.61084, 0.270996, 0.511719, 1.58594, Mami
-0.959473, -0.0379028, 0.0591431, 1.03418, 0.0952148, 0.0529785, 0.0990601, 0.102539, -1.7832, -0.497803, -0.409912, 0.606934, -0.539551, 0.466797, 0.792969, 1.83984, Mami
-1.06543, -0.115112, -0.0380554, 1.12207, 0.046875, 0.0397644, 0.0903931, 0.0664063, -1.46387, -0.586914, -0.794922, 0.58252, -0.575684, 0.248901, 0.48999, 1.54102, Mami
-0.947266, 0.0083847, 0.0635376, 1.02148, 0.125, 0.0638428, 0.09375, 0.142578, -1.66113, -0.516602, -0.385986, 0.540527, -0.464844, 0.382813, 0.710938, 1.69336, Mami
-1.10352, -0.148682, -0.0470276, 1.15137, 0.0302734, 0.035614, 0.0632324, 0.046875, -1.54492, -0.61377, -0.695801, 0.868652, -0.849609, 0.209961, 0.309814, 1.66992, Mami
-0.896484, 0.045105, 0.018158, 0.975586, 0.114258, 0.071228, 0.101746, 0.14209, -1.77832, -0.508789, -0.505859, 0.484375, -0.442871, 0.72998, 0.711914, 1.9873, Mami
-1.05957, -0.161011, -0.0670776, 1.1123, 0.0253906, 0.0257416, 0.0569458, 0.0253906, -1.41895, -0.467773, -0.601563, 0.83252, -0.827637, 0.12793, 0.355957, 1.53125, Mami
-0.956055, 0.0553589, 0.123169, 1.00781, 0.115234, 0.0440063, 0.0573425, 0.131836, -1.74023, -0.500977, -0.4729, 0.532227, -0.473877, 0.516602, 0.549805, 1.875, Mami
-0.953613, -0.122864, -0.150879, 0.995605, 0.0219727, 0.0276031, 0.00949097, 0.015625, -1.21191, -0.439941, -0.422852, 0.521973, -0.468994, 0.244995, 0.0909424, 1.22656, Mami
-0.996582, 0.0403442, 0.0285339, 1.0332, 0.0390625, 0.0568237, 0.0253296, 0.0507813, -1.25, -0.609863, -0.261963, 0.714844, -0.699707, 0.415771, 0.37793, 1.31836, Mami
-1.03906, -0.0824585, -0.0714111, 1.0791, 0.015625, 0.041748, 0.0326538, 0.0205078, -1.40137, -0.583984, -0.321777, 0.704102, -0.648926, 0.390869, 0.415771, 1.45605, Mami
-0.88623, -0.0397034, 0.209106, 0.952148, 0.0390625, 0.0362244, 0.0429993, 0.0444336, -1.27637, -0.484863, -0.154907, 0.606934, -0.577637, 0.292969, 0.594727, 1.45605, Mami
-1.03613, -0.125488, -0.0649414, 1.07813, 0.03125, 0.0385437, 0.0309753, 0.0283203, -1.50293, -0.48584, -0.439941, 0.750488, -0.678711, 0.285889, 0.500977, 1.52539, Mami
-0.979492, -0.0488586, 0.0737305, 1.05762, 0.132324, 0.0385742, 0.15564, 0.175781, -1.84961, -0.503906, -0.841797, 0.524414, -0.4729, 0.24292, 0.98877, 2.13867, Mami
-1.02344, -0.0513, -0.0756226, 1.07227, 0.0458984, 0.0549011, 0.0387573, 0.046875, -1.45117, -0.4729, -0.346924, 0.606934, -0.525879, 0.325928, 0.445801, 1.57617, Mami
-0.987305, 0.0479126, 0.0068779, 1.0791, 0.100586, 0.0389404, 0.177124, 0.12793, -1.5332, -0.392822, -0.821777, 0.563477, -0.528809, 0.526855, 0.727539, 1.64648, Mami
-1.08594, -0.147705, -0.0525208, 1.15918, 0.0351563, 0.0448303, 0.108459, 0.0517578, -1.53516, -0.618652, -0.905762, 0.647461, -0.58252, 0.154907, 0.671875, 1.62891, Mami
-0.917969, 0.00364685, 0.0723267, 0.984375, 0.0830078, 0.0491638, 0.0901489, 0.100098, -1.48242, -0.454834, -0.451904, 0.569336, -0.528809, 0.413818, 0.726563, 1.6123, Mami
-1.09082, -0.174072, -0.0374146, 1.15137, 0.0273438, 0.0309448, 0.0924072, 0.0449219, -1.43652, -0.5, -0.933594, 0.80127, -0.795898, 0.194946, 0.477783, 1.50684, Mami
-0.894043, 0.0569763, 0.0304565, 0.97998, 0.050293, 0.059021, 0.116943, 0.0678711, -1.35352, -0.547852, -0.571777, 0.665527, -0.615723, 0.509766, 0.716797, 1.5625, Mami
-1.06738, -0.174805, -0.0304108, 1.11133, 0.0166016, 0.0389099, 0.0272827, 0.0166016, -1.36035, -0.473877, -0.400879, 0.881348, -0.858887, 0.174927, 0.224976, 1.42871, Mami
-0.935059, 0.0399475, 0.0545349, 1.00684, 0.112793, 0.0335999, 0.119446, 0.129883, -1.70996, -0.406982, -0.802734, 0.361084, -0.200928, 0.368896, 0.772949, 1.72754, Mami
-1.02441, -0.136841, -0.0725708, 1.08301, 0.0595703, 0.0580139, 0.0312042, 0.0478516, -1.47363, -0.48999, -0.372803, 0.464111, -0.257813, 0.319824, 0.337891, 1.53418, Mami
-1.00781, 0.00976563, 0.0313416, 1.08691, 0.139648, 0.0718994, 0.134155, 0.180664, -1.86719, -0.778809, -0.73291, 0.527832, -0.516602, 0.553711, 0.788574, 1.99805, Mami
-0.955078, -0.072937, -0.120178, 1.00879, 0.046875, 0.0580444, 0.0169373, 0.0371094, -1.2627, -0.454834, -0.431885, 0.415527, -0.316895, 0.337891, 0.278809, 1.33691, Mami
-0.933105, 0.038147, 0.159058, 0.986328, 0.0644531, 0.0299225, 0.065979, 0.0859375, -1.47168, -0.291992, -0.380859, 0.481934, -0.462891, 0.414795, 0.711914, 1.57324, Mami
-0.978516, -0.0133286, -0.139282, 1.02148, 0.0668945, 0.0470581, 0.0208893, 0.0712891, -1.79785, -0.304932, -0.508789, 0.594727, -0.543945, 0.546875, 0.178955, 1.94727, Mami
-0.973145, -0.0220032, 0.0314026, 1.01758, 0.0913086, 0.0252533, 0.0739746, 0.100586, -1.45117, -0.393799, -0.614746, 0.563965, -0.547852, 0.159912, 0.536621, 1.50098, Mami
-1.01758, -0.0131226, -0.039917, 1.06738, 0.0625, 0.0484314, 0.0725708, 0.0791016, -1.61426, -0.504883, -0.415771, 0.535645, -0.47876, 0.513672, 0.716797, 1.72949, Mami
-0.984863, -0.0477295, -0.0168762, 1.02539, 0.0507813, 0.0457764, 0.039978, 0.0556641, -1.37988, -0.501953, -0.446777, 0.619629, -0.60498, 0.25293, 0.384766, 1.40332, Mami
-0.991211, -0.0263824, 0.0116348, 1.0498, 0.078125, 0.0393372, 0.0881348, 0.0859375, -1.71094, -0.335938, -0.381836, 0.537109, -0.48291, 0.404785, 0.658691, 1.79004, Mami
-1.04199, -0.0648193, -0.0561523, 1.08789, 0.0595703, 0.0348511, 0.0629272, 0.0693359, -1.4541, -0.432861, -0.652832, 0.525879, -0.511719, 0.215942, 0.538574, 1.5459, Mami
-0.964844, -0.00504684, 0.0576172, 1.03613, 0.120605, 0.0605774, 0.103821, 0.145508, -1.71289, -0.608887, -0.428955, 0.555176, -0.510742, 0.372803, 0.815918, 1.98633, Mami
-1.04785, -0.102295, -0.0991821, 1.0918, 0.0371094, 0.0287476, 0.0492554, 0.0400391, -1.41797, -0.443848, -0.647949, 0.681152, -0.666992, 0.164917, 0.258789, 1.4834, Mami
-0.94873, 0.00845337, 0.0318909, 1.01563, 0.125488, 0.0665894, 0.0759888, 0.138672, -1.75488, -0.504883, -0.355957, 0.537598, -0.494873, 0.317871, 0.70752, 1.77344, Mami
-1.08594, -0.0876465, -0.0452881, 1.13574, 0.0332031, 0.0609741, 0.0420532, 0.0341797, -1.46094, -0.675781, -0.48877, 0.884277, -0.853516, 0.197998, 0.395996, 1.50879, Mami
-0.934082, 0.0734253, 0.0220642, 1.00977, 0.199707, 0.0527344, 0.0834961, 0.193359, -2.15039, -0.556641, -0.551758, 0.421631, -0.218994, 0.434814, 0.500977, 2.20703, Mami
-1.0791, -0.111511, -0.0779419, 1.125, 0.0302734, 0.0507507, 0.0367126, 0.0361328, -1.5791, -0.60791, -0.523926, 0.937988, -0.87793, 0.312988, 0.406982, 1.58203, Mami
-0.883789, 0.0587769, 0.0872803, 0.958984, 0.104492, 0.0585938, 0.0858765, 0.121582, -1.68555, -0.645996, -0.497803, 0.544434, -0.49292, 0.498779, 0.71582, 1.85938, Mami
-1.0957, -0.171387, -0.0874634, 1.16016, 0.03125, 0.0421143, 0.0803223, 0.046875, -1.4209, -0.468994, -0.871582, 0.910645, -0.82666, 0.256836, 0.349854, 1.68652, Mami
-0.920898, 0.0889282, 0.141357, 0.993164, 0.142578, 0.0445251, 0.105286, 0.182617, -1.71484, -0.460938, -0.443848, 0.512695, -0.49585, 0.599609, 0.795898, 1.87012, Mami
-1.05957, -0.16748, -0.0699463, 1.1123, 0.0224609, 0.0252686, 0.0698242, 0.0380859, -1.51563, -0.508789, -0.802734, 0.846191, -0.819824, 0.119995, 0.424805, 1.6416, Mami
-0.919922, 0.0980225, 0.0250397, 0.98291, 0.102539, 0.0396423, 0.0870972, 0.119629, -1.50391, -0.47998, -0.830566, 0.524414, -0.497803, 0.441895, 0.676758, 1.6377, Mami
-1.03906, -0.19043, -0.0592041, 1.09863, 0.0253906, 0.0410156, 0.0502014, 0.0302734, -1.35938, -0.543945, -0.785645, 0.757813, -0.68457, 0.18689, 0.376953, 1.49902, Mami
-0.987793, 0.0610657, 0.0390625, 1.07031, 0.139648, 0.0404358, 0.153564, 0.169922, -1.8125, -0.520996, -0.926758, 0.544434, -0.37085, 0.385986, 0.71875, 1.81543, Mami
-1.03906, -0.136963, -0.0844727, 1.10449, 0.0527344, 0.0706177, 0.0393066, 0.0478516, -1.46484, -0.548828, -0.621582, 0.614258, -0.381836, 0.332764, 0.404785, 1.56055, Mami
-0.98877, 0.0788574, 0.0418091, 1.06152, 0.166992, 0.0504761, 0.120789, 0.197266, -1.73242, -0.49585, -0.628906, 0.512207, -0.496826, 0.601563, 0.82373, 1.89648, Mami
-0.993652, -0.150024, -0.0585327, 1.03906, 0.0488281, 0.0241547, 0.0414124, 0.0478516, -1.4082, -0.422852, -0.426758, 0.562012, -0.528809, 0.11499, 0.375977, 1.5, Mami
-0.935547, 0.000858784, 0.0618591, 0.997559, 0.0595703, 0.0251465, 0.105286, 0.0742188, -1.44141, -0.401855, -0.577637, 0.614258, -0.602539, 0.290771, 0.581543, 1.48535, Mami
-0.992676, -0.0330505, -0.0667114, 1.02832, 0.0332031, 0.0436096, 0.0267334, 0.0341797, -1.49121, -0.322998, -0.339844, 0.743164, -0.659668, 0.517578, 0.389893, 1.5918, Mami
-1.04883, -0.157471, -0.0769043, 1.09375, 0.0302734, 0.0146637, 0.0532532, 0.0351563, -1.34473, -0.373779, -0.500977, 0.851074, -0.811523, 0.0629883, 0.413818, 1.41406, Mami
-0.975586, -0.0369263, -0.111755, 1.03027, 0.0385742, 0.0523376, 0.0386658, 0.0351563, -1.66309, -0.389893, -0.432861, 0.817871, -0.678711, 0.410889, 0.335938, 1.74512, Mami
-1.06348, -0.171143, -0.134888, 1.09961, 0.0117188, 0.0127563, 0.0202026, 0.0136719, -1.35449, -0.419922, -0.49292, 0.938965, -0.922852, -0.0339966, 0.0869751, 1.39844, Mami
-0.876953, 0.0691528, 0.1026, 0.958496, 0.0703125, 0.0591125, 0.0783691, 0.074707, -1.63672, -0.450928, -0.35498, 0.657227, -0.572754, 0.574707, 0.619629, 1.66602, Mami
-1.08105, -0.183228, -0.0807495, 1.13184, 0.0214844, 0.0350952, 0.0485535, 0.0341797, -1.4541, -0.468994, -0.761719, 0.84082, -0.797852, 0.187988, 0.256836, 1.52539, Mami
-0.92041, 0.0928345, 0.072876, 1.00684, 0.131348, 0.0544434, 0.120667, 0.15332, -1.74805, -0.59668, -0.849609, 0.463867, -0.3479, 0.537598, 0.681641, 1.87012, Mami
-1.0332, -0.169189, -0.0570068, 1.09668, 0.0400391, 0.0541992, 0.0474243, 0.0380859, -1.41016, -0.540527, -0.483887, 0.744141, -0.490967, 0.295898, 0.468994, 1.47656, Mami
-0.992676, 0.0549316, 0.00558853, 1.06738, 0.145508, 0.0528564, 0.126587, 0.172852, -1.65137, -0.553711, -0.685547, 0.514648, -0.47998, 0.531738, 0.817871, 1.87109, Mami
-0.992188, -0.153687, -0.0532532, 1.04883, 0.0498047, 0.0578613, 0.0350647, 0.0546875, -1.37695, -0.538574, -0.380859, 0.54248, -0.517578, 0.268799, 0.36084, 1.50879, Mami
-0.925781, 0.0687866, 0.0817261, 0.990234, 0.100098, 0.0206299, 0.122253, 0.133789, -1.52539, -0.247925, -0.670898, 0.49585, -0.487793, 0.532715, 0.774902, 1.71777, Mami
-0.999023, -0.172729, -0.0626221, 1.0459, 0.0498047, 0.0329895, 0.0300751, 0.0517578, -1.44238, -0.600586, -0.421875, 0.524902, -0.49585, 0.156982, 0.311768, 1.56543, Mami
-0.990234, 0.0518188, -0.00410843, 1.06445, 0.141602, 0.0375977, 0.143921, 0.174805, -1.91406, -0.383789, -0.759766, 0.515137, -0.476807, 0.48584, 0.825684, 2.03125, Mami
-0.993164, -0.133057, -0.0593567, 1.05273, 0.0703125, 0.0337524, 0.0525513, 0.0556641, -1.4248, -0.36792, -0.5, 0.424072, -0.359863, 0.181885, 0.341797, 1.48926, Mami
-0.990234, 0.0605469, 0.0309601, 1.0625, 0.110352, 0.033783, 0.134766, 0.138672, -1.50977, -0.280762, -0.678711, 0.485107, -0.476807, 0.500977, 0.730957, 1.6084, Mami
-0.98584, -0.12561, -0.074585, 1.03027, 0.0351563, 0.0404053, 0.0294189, 0.0371094, -1.41406, -0.503906, -0.430908, 0.525879, -0.47583, 0.196899, 0.233887, 1.50879, Mami
-0.996094, -0.0963745, 6.10352e-05, 1.06445, 0.0537109, 0.0347595, 0.111084, 0.0654297, -1.5293, -0.55957, -0.72998, 0.732422, -0.706543, 0.178955, 0.679688, 1.63281, Mami
-0.962891, 0.00016427, -0.0838623, 1.00781, 0.0615234, 0.0408325, 0.0344238, 0.0566406, -1.64453, -0.344971, -0.406982, 0.685059, -0.515625, 0.437988, 0.311768, 1.68457, Mami
-1.02441, -0.0701904, -0.0626221, 1.06738, 0.0498047, 0.0426941, 0.0504761, 0.0615234, -1.42188, -0.625, -0.606934, 0.608398, -0.57959, 0.162964, 0.308838, 1.5127, Mami
-0.979492, -0.01828, 0.0381775, 1.05176, 0.0864258, 0.0505371, 0.0963745, 0.0869141, -1.68066, -0.380859, -0.438965, 0.598145, -0.510742, 0.416992, 0.677734, 1.69629, Mami
-1.07617, -0.11438, -0.0550537, 1.13477, 0.0498047, 0.0197296, 0.116638, 0.0732422, -1.43652, -0.378906, -0.990723, 0.611328, -0.605957, 0.199951, 0.574707, 1.69043, Mami
-0.944336, -0.0132828, 0.0769043, 1.0127, 0.111328, 0.0449829, 0.107544, 0.136719, -1.67578, -0.507813, -0.427979, 0.509766, -0.460938, 0.356934, 0.926758, 1.93164, Mami
-1.06934, -0.0841675, -0.0925903, 1.12207, 0.0371094, 0.0423279, 0.0604553, 0.0380859, -1.41211, -0.55957, -0.639648, 0.613281, -0.59082, 0.170898, 0.483887, 1.49512, Mami
-0.92627, 0.0150833, 0.0791016, 1.00684, 0.124023, 0.0594482, 0.0878906, 0.12207, -1.80371, -0.531738, -0.541992, 0.571777, -0.341797, 0.417969, 0.655762, 1.80957, Mami
-1.0332, -0.134766, -0.0999146, 1.08691, 0.0214844, 0.0310974, 0.0539856, 0.0205078, -1.41992, -0.509766, -0.660645, 0.856445, -0.833984, 0.195923, 0.315918, 1.50293, Mami
-0.95166, 0.0273743, 0.101318, 1.00293, 0.0581055, 0.0409241, 0.0467529, 0.0556641, -1.84277, -0.375, -0.405762, 0.762207, -0.586914, 0.49292, 0.567871, 1.85156, Mami
-0.997559, -0.0960083, -0.0899658, 1.04199, 0.0341797, 0.0436096, 0.026886, 0.0283203, -1.37988, -0.474854, -0.397949, 0.700195, -0.628906, 0.447998, 0.361816, 1.50293, Mami
-0.979492, -0.0449829, 0.0411682, 1.03516, 0.0639648, 0.0312042, 0.0896606, 0.0761719, -1.42285, -0.498779, -0.594727, 0.69043, -0.661621, 0.181885, 0.583984, 1.51367, Mami
