F1_MEAN_on_ACC_X,F5_VAR_on_ACC_X,F9_MIN_on_ACC_X,F13_MAX_on_ACC_X,F2_MEAN_on_ACC_Y,F6_VAR_on_ACC_Y,F10_MIN_on_ACC_Y,F14_MAX_on_ACC_Y,F3_MEAN_on_ACC_Z,F7_VAR_on_ACC_Z,F11_MIN_on_ACC_Z,F15_MAX_on_ACC_Z,F4_MEAN_on_ACC_V,F8_VAR_on_ACC_V,F12_MIN_on_ACC_V,F16_MAX_on_ACC_V,class
-0.0006538461538461539,1.1686390532544369e-06,-0.004,0.001,0.021682692307692306,2.1973927514790776e-06,0.017,0.025,0.9917211538461539,6.278014052951697e-06,0.985,0.999,0.9919600794043301,6.258560462879537e-06,0.9852456546465963,0.9992887470596274,Mirovanje
-0.0009903846153846154,2.1056767751479302e-06,-0.006,0.002,0.02169230769230769,1.9630177514789516e-06,0.019,0.025,0.9917115384615385,2.6475591700103607e-06,0.987,0.998,0.9919512925821616,2.6619907325109438e-06,0.98720311993024,0.9982389493503045,Mirovanje
-0.0006730769230769232,1.3738905325443773e-06,-0.003,0.002,0.02156730769230769,2.1877773668637084e-06,0.017,0.025,0.9915096153846152,2.0768306203677867e-06,0.988,0.996,0.9917461764411379,2.079206690930313e-06,0.988244908916813,0.9962936314159596,Mirovanje
-0.0005865384615384615,1.2232803254437865e-06,-0.004,0.002,0.021759615384615384,2.7402921597626277e-06,0.018,0.025,0.9916442307692308,2.825351330781878e-06,0.984,0.997,0.991885111879514,2.8190625330770658e-06,0.9842459042332866,0.997265761971201,Mirovanje
-0.0006634615384615386,1.12712647928994e-06,-0.003,0.003,0.021307692307692305,2.6745562130173033e-06,0.017,0.026,0.9917692307692308,3.7159763298655335e-06,0.987,0.998,0.992000236920913,3.7126411600585385e-06,0.9872238854484833,0.9982003806851608,Mirovanje
-0.0007115384615384616,1.589866863905324e-06,-0.004,0.003,0.02156730769230769,1.6493158284020567e-06,0.019,0.024,0.9917692307692308,3.081360945622613e-06,0.987,0.996,0.9920055876044361,3.0968538856646077e-06,0.9872238854484833,0.9962233685273599,Mirovanje
-0.0006057692307692308,1.2195821005917154e-06,-0.004,0.002,0.021788461538461538,1.5706360946741668e-06,0.019,0.025,0.9918942307692308,1.6907359450257786e-06,0.99,0.996,0.9921351034606798,1.686481066021095e-06,0.9901828114040356,0.9962434441440505,Mirovanje
-0.0012788461538461538,1.3357063609467448e-06,-0.004,0.002,0.021490384615384613,1.749907544378352e-06,0.019,0.025,0.9915769230769234,1.7248520697288328e-06,0.989,0.995,0.991812148115494,1.7397736057356283e-06,0.9892234327996886,0.9952431863620067,Mirovanje
-0.0010480769230769233,1.468842455621301e-06,-0.005,0.002,0.021249999999999998,2.2836538461534404e-06,0.017,0.025,0.9913942307692307,1.5849667148737367e-06,0.989,0.996,0.9916243941562958,1.5801449285701707e-06,0.9892022037985965,0.9962509723960122,Mirovanje
-0.0007596153846153847,1.29798446745562e-06,-0.004,0.001,0.021394230769230766,2.3349667159760904e-06,0.017,0.025,0.9918365384615385,1.2136649399918653e-06,0.989,0.994,0.9920693721132382,1.2166840759331166e-06,0.9892067529086122,0.994291707699506,Mirovanje
-0.0007500000000000001,1.4374999999999985e-06,-0.004,0.003,0.02175,1.6490384615377171e-06,0.019,0.025,0.9917307692307694,1.8121301764706388e-06,0.988,0.995,0.9919710759260748,1.8268337578231097e-06,0.9882024084164134,0.9952657936450946,Mirovanje
-0.0010192307692307692,1.8842455621301796e-06,-0.005,0.002,0.021288461538461534,1.839866863905101e-06,0.018,0.025,0.9918653846153848,2.251109466278045e-06,0.988,0.995,0.9920962121832095,2.259617882471865e-06,0.9882029143855021,0.9952235929679321,Mirovanje
-0.0009615384615384616,1.2292899408284014e-06,-0.004,0.001,0.0215,1.6538461538457812e-06,0.019,0.025,0.9916826923076922,1.5820081351591853e-06,0.989,0.995,0.9919176438797233,1.5896831757622465e-06,0.9891829962145529,0.9953140207994661,Mirovanje
-0.0006153846153846154,1.102071005917159e-06,-0.003,0.002,0.021009615384615384,1.5864460059168044e-06,0.017,0.024,0.9919807692307692,1.9419378688434463e-06,0.989,0.996,0.9922047704441831,1.953123190734374e-06,0.9891845126163268,0.9962233685273599,Mirovanje
-0.0007980769230769232,1.5265347633136086e-06,-0.005,0.002,0.021490384615384613,2.615292159762828e-06,0.018,0.026,0.9917019230769231,1.651534761615281e-06,0.989,0.995,0.9919371496434901,1.662310994188232e-06,0.9891870399474509,0.9952220857677949,Mirovanje
-0.0006634615384615386,9.155880177514785e-07,-0.003,0.001,0.02154807692307692,1.7476886094670505e-06,0.019,0.025,0.9918942307692309,2.5176590227049545e-06,0.987,0.995,0.9921298264643224,2.5132091047153082e-06,0.987182860467097,0.9952678031565173,Mirovanje
-0.0008173076923076924,1.4762389053254425e-06,-0.004,0.002,0.02133653846153846,2.2040495562125487e-06,0.017,0.024,0.9919519230769231,1.8342270701188212e-06,0.989,0.995,0.9921835605892285,1.8301734037162731e-06,0.9891637882575363,0.9952014871371525,Mirovanje
-0.0007596153846153847,1.2979844674556203e-06,-0.004,0.002,0.021980769230769227,2.2496301775147835e-06,0.018,0.026,0.9920865384615385,2.0405880167828627e-06,0.989,0.996,0.9923320806696929,2.0609045275898907e-06,0.9892916657892151,0.9962936314159596,Mirovanje
-0.0006346153846153846,1.0588017751479285e-06,-0.003,0.002,0.021317307692307687,2.082008136094159e-06,0.018,0.026,0.9919807692307692,1.9803994072420394e-06,0.989,0.995,0.9922115669912148,2.0044057605916876e-06,0.9892249491394766,0.9952894051480705,Mirovanje
-0.0010192307692307692,1.6919378698224841e-06,-0.004,0.001,0.021932692307692306,2.0627773668636918e-06,0.019,0.026,0.9917115384615385,1.5514053242071668e-06,0.988,0.994,0.9919564530305441,1.5587526004390284e-06,0.988244908916813,0.9943188623374295,Mirovanje
-0.0006346153846153846,1.0395710059171587e-06,-0.003,0.001,0.021721153846153845,2.2395525147924527e-06,0.018,0.025,0.9917403846153845,1.788369082267316e-06,0.988,0.995,0.991980081627578,1.7868849132574027e-06,0.9881872292232884,0.9953140207994661,Mirovanje
-0.0005769230769230769,1.1863905325443785e-06,-0.005,0.001,0.021711538461538456,2.0321745562128647e-06,0.019,0.025,0.9917499999999999,1.5336538454757687e-06,0.989,0.994,0.9919894210691028,1.5269485248436965e-06,0.9892022037985965,0.9942705869128383,Mirovanje
-0.0008461538461538462,1.6686390532544374e-06,-0.004,0.003,0.02142307692307692,1.8594674556208124e-06,0.018,0.025,0.9914423076923077,1.2659023657102253e-06,0.989,0.994,0.991675879381812,1.257944617694129e-06,0.9892022037985965,0.9942439338512455,Mirovanje
-0.0006346153846153846,1.308801775147927e-06,-0.004,0.003,0.02147115384615384,1.9030140532540966e-06,0.017,0.025,0.9917980769230769,1.7380732233451823e-06,0.989,0.996,0.9920322760073004,1.7518213142331263e-06,0.9892027092562979,0.9962429422585638,Mirovanje
-0.0006153846153846154,1.4097633136094663e-06,-0.004,0.002,0.020980769230769226,1.6150147928990603e-06,0.018,0.025,0.9915961538461538,1.3561390521665828e-06,0.989,0.994,0.9918197991540911,1.3706213226605257e-06,0.9891870399474509,0.9943143366159416,Mirovanje
-0.00015384615384615385,5.53254437869822e-07,-0.002,0.003,0.02192307692307692,1.628698224851626e-06,0.019,0.025,0.9918942307692309,1.5945821002505411e-06,0.989,0.995,0.9921375846755155,1.599612696301378e-06,0.9892234327996886,0.9952899075143885,Mirovanje
-0.0005192307692307693,1.7111686390532528e-06,-0.005,0.003,0.021807692307692306,2.4822485207100274e-06,0.018,0.026,0.992076923076923,2.301775147373064e-06,0.988,0.996,0.9923188159091688,2.3291310862205705e-06,0.9881831813990765,0.9963142074667007,Mirovanje
-0.000625,1.4843749999999992e-06,-0.004,0.002,0.022057692307692302,2.16974852071004e-06,0.019,0.027,0.9919038461538463,1.6446005896009197e-06,0.989,0.994,0.9921511135817211,1.6389723969112424e-06,0.9892674057099021,0.9942439338512455,Mirovanje
-0.0006442307692307692,1.1907359467455614e-06,-0.003,0.002,0.021413461538461534,1.4925110946740886e-06,0.019,0.024,0.9916153846153846,1.4482248510416795e-06,0.989,0.994,0.9918481244146025,1.4519413894520383e-06,0.9892229273525761,0.9942665638549856,Mirovanje
-0.0004519230769230769,1.1323039940828394e-06,-0.003,0.003,0.021884615384615384,1.6597633136086016e-06,0.019,0.025,0.9918461538461538,1.5724852061582695e-06,0.989,0.996,0.9920890725587989,1.5701863456119014e-06,0.9892234327996886,0.996244949798994,Mirovanje
-0.0008365384615384616,1.0598187869822471e-06,-0.004,0.001,0.02183653846153846,2.6944341715974627e-06,0.018,0.025,0.9916250000000001,1.0997596144868282e-06,0.989,0.994,0.9918676384422951,1.1166570587084479e-06,0.9892234327996886,0.9942665638549856,Mirovanje
-0.5023269230769232,0.2424137585059169,-0.988,0.002,0.024298076923076926,1.067076553254464e-05,0.018,0.03,0.4756346153846155,0.2564758472633136,-0.024,0.994,0.9889592224433392,1.0954421189035557e-05,0.9835679945992549,0.9942660609716094,Mirovanje
-0.9853461538461539,2.7263313604475314e-06,-0.989,-0.982,0.027182692307692317,1.9954696745550773e-06,0.023,0.03,-0.020932692307692305,1.562777366863517e-06,-0.024,-0.018,0.985945084946988,2.6933150308883214e-06,0.9825746790956909,0.9895862771886037,Mirovanje
-0.985701923076923,1.6515347628365262e-06,-0.99,-0.983,0.027211538461538468,2.7052514792895227e-06,0.024,0.032,-0.020259615384615383,1.3075998520706636e-06,-0.023,-0.017,0.9862875854441152,1.6641834319486293e-06,0.983521224987036,0.9906472631567707,Mirovanje
-0.9849134615384615,2.1944341709323467e-06,-0.988,-0.981,0.026721153846153853,1.9510909763308885e-06,0.023,0.03,-0.020326923076923076,1.7008136094668952e-06,-0.025,-0.017,0.9854873831204943,2.1946333966793574e-06,0.9814733822167568,0.9886278369538256,Mirovanje
-0.985125,2.6670673074491447e-06,-0.989,-0.982,0.02702884615384616,2.066475591715319e-06,0.023,0.03,-0.020413461538461537,9.925110946741307e-07,-0.023,-0.018,0.9857086734803147,2.6706410630739086e-06,0.98260266639166,0.9896408439428923,Mirovanje
-0.9855769230769231,2.359467455415043e-06,-0.989,-0.982,0.026903846153846164,1.7792159763304997e-06,0.024,0.032,-0.020557692307692308,1.6120562130173249e-06,-0.024,-0.018,0.9861600750508333,2.364068042437495e-06,0.9824968193332739,0.9896272025363895,Mirovanje
-0.985625,1.6574519223766515e-06,-0.989,-0.982,0.026894230769230774,1.6330436390533248e-06,0.023,0.03,-0.02027884615384615,1.393398668638932e-06,-0.023,-0.018,0.9862018989588592,1.670259170971633e-06,0.982527862200355,0.9895706139533449,Mirovanje
-0.9854903846153846,1.9229844668844365e-06,-0.989,-0.982,0.026721153846153853,2.2972448224848306e-06,0.022,0.03,-0.02053846153846154,2.0177514792894314e-06,-0.024,-0.017,0.9860686881425317,1.926880250469054e-06,0.9825685726706305,0.9895862771886037,Mirovanje
-0.9855769230769231,2.3594674553040207e-06,-0.989,-0.981,0.026625000000000006,2.0805288461538335e-06,0.024,0.03,-0.020576923076923073,1.3786982248517555e-06,-0.024,-0.017,0.986152959524352,2.330805976780148e-06,0.9814973255185161,0.989669641850249,Mirovanje
-0.9852403846153847,2.1633690819866658e-06,-0.989,-0.982,0.027048076923076928,2.4688424556206087e-06,0.023,0.031,-0.02015384615384615,1.4955621301772164e-06,-0.023,-0.017,0.9858196311485354,2.174072935234861e-06,0.9825955424283177,0.9895509082407029,Mirovanje
-0.9851346153846154,1.7318786973419265e-06,-0.988,-0.981,0.02663461538461539,2.328032544378334e-06,0.024,0.031,-0.020346153846153844,1.0917159763309506e-06,-0.023,-0.018,0.9857063415116555,1.73907293832265e-06,0.9814774577136247,0.9885711911642985,Mirovanje
-0.9856153846153846,1.8136094669385372e-06,-0.989,-0.982,0.025971153846153852,1.2395525147929163e-06,0.023,0.029,-0.020499999999999997,1.076923076922707e-06,-0.023,-0.017,0.986171767930495,1.8114445342609642e-06,0.9825746790956909,0.9895387814532587,Mirovanje
-0.9857788461538461,2.249167899148752e-06,-0.99,-0.982,0.02625961538461539,1.903753698224422e-06,0.023,0.029,-0.020394230769230765,1.6234282544376846e-06,-0.024,-0.017,0.9863411861002765,2.266525376382056e-06,0.9825904538514507,0.9905432852732887,Mirovanje
-0.9855192307692308,2.653476330993776e-06,-0.99,-0.981,0.026365384615384624,1.9434171597628065e-06,0.023,0.03,-0.020730769230769226,1.7159763313604913e-06,-0.024,-0.018,0.9860916321921042,2.6583053269746415e-06,0.9815834146928115,0.9905700379074667,Mirovanje
-0.9854903846153846,2.096061389789128e-06,-0.99,-0.983,0.026721153846153853,1.9510909763308885e-06,0.022,0.03,-0.020288461538461533,1.3398668639053057e-06,-0.023,-0.017,0.986062992049021,2.102634408363002e-06,0.9834724195421038,0.9906124368288539,Mirovanje
-0.9851538461538462,2.2071005914003905e-06,-0.988,-0.981,0.026471153846153856,2.0568602071003835e-06,0.023,0.03,-0.020701923076923073,1.343842455620893e-06,-0.023,-0.018,0.9857285604663206,2.205080995354436e-06,0.9815401163477732,0.9886136758107285,Mirovanje
-0.9854807692307692,2.5188609463766554e-06,-0.989,-0.982,0.02650961538461539,2.403753698224597e-06,0.023,0.031,-0.020461538461538458,1.4792899408279966e-06,-0.025,-0.018,0.9860515641639405,2.495502153476714e-06,0.9826454090871234,0.9896130556939919,Mirovanje
-0.9852211538461538,2.691475591620751e-06,-0.99,-0.981,0.026903846153846164,1.7792159763310418e-06,0.024,0.03,-0.020432692307692308,1.2454696745558451e-06,-0.023,-0.018,0.9858017255677795,2.7078675878255964e-06,0.9815752645620202,0.9905856853397388,Mirovanje
-0.985721153846154,2.3357063603235417e-06,-0.989,-0.981,0.026519230769230778,2.326553254437683e-06,0.023,0.03,-0.020663461538461533,1.5886649408282144e-06,-0.024,-0.018,0.9862962786822809,2.342965176871381e-06,0.9815961491367007,0.9895706139533449,Mirovanje
-0.9855865384615383,2.3194341715049305e-06,-0.99,-0.981,0.026355769230769235,2.2291974852074086e-06,0.023,0.031,-0.02048076923076923,1.5188609467452598e-06,-0.024,-0.018,0.986153461260076,2.3316140027596077e-06,0.9815752645620202,0.9906689659013247,Mirovanje
-0.9853173076923076,2.2935465975315594e-06,-0.989,-0.981,0.02675961538461539,2.297984467455427e-06,0.022,0.03,-0.020682692307692305,1.0243158284020822e-06,-0.023,-0.018,0.9858992540995709,2.3242274481694025e-06,0.9814733822167568,0.9895706139533449,Mirovanje
-0.9855480769230768,1.57461168603934e-06,-0.988,-0.982,0.02625961538461539,1.980676775147701e-06,0.024,0.03,-0.020634615384615383,1.0395710059167996e-06,-0.023,-0.019,0.986115299392339,1.577842819622255e-06,0.982527862200355,0.9886414921497074,Mirovanje
-0.9852500000000001,2.072115383722206e-06,-0.989,-0.982,0.026721153846153853,2.3357063609465243e-06,0.023,0.031,-0.020903846153846148,1.4138313609464697e-06,-0.024,-0.018,0.9858358502125876,2.0514356243728216e-06,0.9825746790956909,0.9896878295705166,Mirovanje
-0.985375,2.042067306806672e-06,-0.991,-0.983,0.027048076923076928,1.9111501479284355e-06,0.024,0.03,-0.020326923076923076,1.4508136094670788e-06,-0.024,-0.018,0.9859574175101888,2.047779716463083e-06,0.9835273254973651,0.9915170195210973,Mirovanje
-0.9856442307692308,2.190735946316913e-06,-0.989,-0.981,0.026644230769230778,1.3253513313606427e-06,0.024,0.029,-0.020913461538461537,1.3098187869817484e-06,-0.024,-0.017,0.9862273981792087,2.182542207074256e-06,0.98159105537897,0.9895862771886037,Mirovanje
-0.9852211538461538,3.3837832836836057e-06,-0.991,-0.98,0.026346153846153852,1.9955621301774454e-06,0.022,0.03,-0.02060576923076923,1.0080436390528624e-06,-0.023,-0.018,0.9857902668401266,3.3767263490913635e-06,0.9805697323495153,0.991590137103027,Mirovanje
-0.9851730769230769,3.1238905326969046e-06,-0.989,-0.981,0.0265673076923077,1.5147004437868336e-06,0.024,0.03,-0.02047115384615384,1.6337832840234877e-06,-0.024,-0.018,0.9857454201475082,3.1205043662385634e-06,0.9815961491367007,0.9896272025363895,Mirovanje
-0.985423076923077,1.9748520702078665e-06,-0.989,-0.982,0.026894230769230774,2.094582100591589e-06,0.023,0.03,-0.02047115384615384,1.6914755917158656e-06,-0.024,-0.017,0.9860044649144089,1.9643996195251034e-06,0.9825217554843251,0.9896408439428923,Mirovanje
-0.9852019230769229,1.949611686202779e-06,-0.989,-0.981,0.02673076923076924,2.119822485206757e-06,0.023,0.03,-0.02044230769230769,1.535133136094317e-06,-0.023,-0.017,0.9857783362352831,1.9275784280958774e-06,0.9816531974174993,0.9895180645142361,Mirovanje
-0.9856442307692308,2.171505176673527e-06,-0.992,-0.981,0.02670192307692309,2.4976886094667163e-06,0.022,0.03,-0.020134615384615383,1.616494082839928e-06,-0.023,-0.018,0.9862134930693105,2.1768572603386716e-06,0.9815650768033671,0.9925769491580992,Mirovanje
-0.9854519230769232,2.0938424545313694e-06,-0.991,-0.982,0.02663461538461539,2.4049556213015045e-06,0.022,0.03,-0.020413461538461533,1.2232803254434254e-06,-0.024,-0.018,0.9860249677301814,2.0899357713322075e-06,0.9825828209367391,0.9915694630231409,Mirovanje
-0.9851730769230769,2.0469674550938066e-06,-0.988,-0.982,0.02700961538461539,1.8556767751471423e-06,0.024,0.031,-0.02060576923076923,1.4888128698219735e-06,-0.024,-0.017,0.9857603513919889,2.029623542454395e-06,0.9825955424283177,0.9886197448968942,Mirovanje
-0.9856346153846154,2.1741863901469927e-06,-0.989,-0.981,0.02665384615384616,1.9571005917156433e-06,0.024,0.03,-0.020451923076923076,1.3438424556209473e-06,-0.023,-0.018,0.9862087065725068,2.165926736963364e-06,0.9816623655819754,0.9896408439428923,Mirovanje
-0.9854423076923078,1.823594673378004e-06,-0.989,-0.981,0.026307692307692313,2.0784023668639785e-06,0.023,0.03,-0.02056730769230769,1.3800850591710683e-06,-0.024,-0.018,0.9860096793018986,1.8450152744486914e-06,0.9815161740898619,0.989687324360578,Mirovanje
-0.9853942307692307,1.7388128690232207e-06,-0.989,-0.982,0.026307692307692313,1.8668639053253137e-06,0.023,0.03,-0.020519230769230765,1.1919378698221645e-06,-0.023,-0.018,0.9859604440403266,1.7239416483239012e-06,0.9825426199407331,0.989543834299421,Mirovanje
-0.985346153846154,1.4571005908514678e-06,-0.988,-0.982,0.02665384615384616,2.0917159763313544e-06,0.023,0.031,-0.02065384615384615,1.8801775147926896e-06,-0.023,-0.017,0.9859249422707175,1.4889777133486604e-06,0.9825548330754879,0.9886197448968942,Mirovanje
-0.9851634615384615,2.5213572478754998e-06,-0.988,-0.981,0.026394230769230774,1.7003513313609093e-06,0.024,0.03,-0.020326923076923076,1.2969674556210088e-06,-0.024,-0.018,0.9857280963320263,2.523947793764414e-06,0.9815482667704121,0.9886197448968942,Mirovanje
-0.9855192307692308,1.7111686384518876e-06,-0.989,-0.981,0.02620192307692308,1.2957655325446975e-06,0.024,0.029,-0.020788461538461533,1.3783284023665115e-06,-0.023,-0.018,0.9860879853007865,1.7256300509638223e-06,0.9815691519195171,0.9896357915920382,Mirovanje
-0.9851730769230769,1.989275147940006e-06,-0.988,-0.982,0.026375000000000006,2.734374999999699e-06,0.022,0.032,-0.02051923076923077,9.803994082834997e-07,-0.023,-0.018,0.9857415284525489,2.0140840326643428e-06,0.9825426199407331,0.9887006624858709,Mirovanje
-0.9852403846153847,2.0479844667908864e-06,-0.989,-0.982,0.026576923076923085,1.532544378698205e-06,0.024,0.029,-0.02052884615384615,1.383783284023075e-06,-0.023,-0.018,0.9858140310377558,2.0423629367716245e-06,0.9825828209367391,0.9895913297922532,Mirovanje
-0.9849519230769231,2.795765532193073e-06,-0.99,-0.982,0.0268173076923077,2.726238905325089e-06,0.023,0.031,-0.020374999999999997,1.388221153845895e-06,-0.023,-0.017,0.9855296682548004,2.7826049678880693e-06,0.9825904538514507,0.9905235989112021,Mirovanje
-0.9855961538461538,2.048446745228638e-06,-0.988,-0.982,0.026480769230769235,2.1919378698222972e-06,0.024,0.03,-0.020538461538461537,1.671597633135652e-06,-0.023,-0.018,0.9861676863480999,2.0444028355770527e-06,0.9825217554843251,0.9886197448968942,Mirovanje
-0.9852500000000001,2.302884614446832e-06,-0.988,-0.981,0.026451923076923085,2.5746116863899953e-06,0.023,0.029,-0.020576923076923073,1.5710059171594108e-06,-0.024,-0.017,0.985821893350521,2.3195907946638172e-06,0.9815283999966583,0.988670319166101,Mirovanje
-0.9855096153846153,1.9999075440146896e-06,-0.988,-0.981,0.02670192307692308,2.209227071005857e-06,0.023,0.03,-0.020634615384615383,1.8472633136088976e-06,-0.023,-0.018,0.9860892494880826,2.0305055685732043e-06,0.9815961491367007,0.988670319166101,Mirovanje
-0.9854903846153846,1.999907543792645e-06,-0.989,-0.981,0.026461538461538467,1.6331360946745003e-06,0.024,0.029,-0.02058653846153846,1.6271264792892576e-06,-0.024,-0.017,0.9860621453992416,2.0223337215963255e-06,0.9815482667704121,0.9895645506989426,Mirovanje
-0.9853942307692307,2.8926590236455496e-06,-0.989,-0.981,0.026586538461538467,1.954049556212949e-06,0.022,0.031,-0.0210576923076923,1.05436390532526e-06,-0.024,-0.019,0.9859792456918111,2.888603468864659e-06,0.9815961491367007,0.989669641850249,Mirovanje
-0.9854903846153846,2.0768306205898313e-06,-0.988,-0.981,0.0263173076923077,2.5627773668638124e-06,0.023,0.03,-0.02054807692307692,1.651534763313521e-06,-0.024,-0.017,0.9860579729738835,2.087396174466072e-06,0.9814942689593251,0.988670319166101,Mirovanje
-0.9851346153846154,2.212647928323541e-06,-0.989,-0.982,0.026644230769230778,1.7484282544372133e-06,0.024,0.03,-0.020874999999999998,1.6286057692305048e-06,-0.024,-0.018,0.9857176378372816,2.2192257201902876e-06,0.9825090330373558,0.9895706139533449,Mirovanje
-0.9855288461538462,2.4607063604520363e-06,-0.99,-0.982,0.026355769230769235,2.5368897928992233e-06,0.023,0.03,-0.02056730769230769,1.8800850591714057e-06,-0.024,-0.016,0.9860979398016436,2.4781189542633086e-06,0.9825090330373558,0.9906401970443154,Mirovanje
