dd/mm/yyyy,hh:mm:ss.ms,accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magX[mG],magY[mG],magZ[mG],T[degC],rH[%],Press[hPa],
16/06/2023,18:11:38.932,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.933,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.933,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.934,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.934,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.938,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.939,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.939,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.940,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.940,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.941,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.944,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.945,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.945,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.946,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.946,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.947,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.950,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.951,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.952,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.952,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.953,-1,20,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.953,0,23,990,-5,-4,-4,97,-93,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:38.958,0,23,990,-4,-4,-4,97,-94,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:38.968,0,24,990,-4,-5,-3,105,-81,-7,26.100000,48.099998,979.080017
16/06/2023,18:11:38.977,0,23,990,-5,-5,-3,100,-114,-12,26.100000,48.099998,979.080017
16/06/2023,18:11:38.986,0,22,990,-5,-5,-4,103,-96,-7,26.100000,48.099998,979.080017
16/06/2023,18:11:38.996,-1,22,992,-5,-3,-4,90,-102,-7,26.100000,48.099998,979.080017
16/06/2023,18:11:39.004,-2,21,991,-4,-4,-4,90,-102,-7,26.100000,48.099998,979.080017
16/06/2023,18:11:39.024,0,23,989,-4,-4,-2,99,-112,-6,26.100000,48.099998,979.080017
16/06/2023,18:11:39.033,0,23,989,-5,-4,-3,112,-91,-19,26.100000,48.099998,979.080017
16/06/2023,18:11:39.043,0,24,991,-5,-4,-4,105,-88,-22,26.100000,48.099998,979.080017
16/06/2023,18:11:39.052,0,24,990,-4,-4,-3,106,-79,-25,26.100000,48.099998,979.080017
16/06/2023,18:11:39.061,1,22,991,-5,-4,-3,102,-96,-33,26.100000,48.099998,979.080017
16/06/2023,18:11:39.071,-1,23,992,-5,-4,-3,111,-105,-19,26.100000,48.099998,979.080017
16/06/2023,18:11:39.080,0,23,991,-4,-3,-3,115,-108,-28,26.100000,48.099998,979.080017
16/06/2023,18:11:39.089,0,20,992,-5,-4,-3,109,-91,-21,26.100000,48.099998,979.080017
16/06/2023,18:11:39.098,-3,21,992,-4,-4,-4,109,-91,-21,26.100000,48.099998,979.080017
16/06/2023,18:11:39.108,-1,22,990,-5,-5,-3,123,-108,-34,26.100000,48.099998,979.080017
16/06/2023,18:11:39.117,-1,22,991,-4,-5,-4,88,-99,-16,26.100000,48.099998,979.080017
16/06/2023,18:11:39.130,0,23,992,-5,-6,-3,91,-78,-10,26.100000,48.099998,979.080017
16/06/2023,18:11:39.136,0,21,991,-5,-6,-3,100,-103,-7,26.100000,48.099998,979.080017
16/06/2023,18:11:39.146,0,21,991,-5,-4,-4,100,-103,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.155,0,22,991,-4,-4,-4,99,-115,-31,26.100000,48.099998,979.080017
16/06/2023,18:11:39.164,0,22,991,-4,-3,-3,124,-112,-31,26.100000,48.099998,979.080017
16/06/2023,18:11:39.174,0,23,991,-4,-3,-3,118,-109,-10,26.100000,48.099998,979.080017
16/06/2023,18:11:39.183,0,21,990,-4,-3,-3,85,-90,15,26.100000,48.099998,979.080017
16/06/2023,18:11:39.192,-2,19,991,-4,-3,-3,85,-90,15,26.100000,48.099998,979.080017
16/06/2023,18:11:39.201,-2,23,991,-4,-4,-4,102,-99,-33,26.100000,48.099998,979.080017
16/06/2023,18:11:39.211,-1,23,992,-5,-5,-4,103,-96,-12,26.100000,48.099998,979.080017
16/06/2023,18:11:39.221,-1,21,993,-4,-4,-4,105,-114,-12,26.100000,48.099998,979.080017
16/06/2023,18:11:39.230,0,21,993,-5,-4,-3,108,-88,-19,26.100000,48.099998,979.080017
16/06/2023,18:11:39.239,0,22,993,-5,-5,-3,106,-94,-16,26.100000,48.099998,979.080017
16/06/2023,18:11:39.249,0,20,993,-4,-4,-4,111,-106,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.257,2,18,992,-5,-4,-3,100,-97,-19,26.100000,48.099998,979.080017
16/06/2023,18:11:39.267,2,21,990,-4,-4,-4,84,-100,-6,26.100000,48.099998,979.080017
16/06/2023,18:11:39.277,0,23,992,-4,-4,-4,105,-103,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.286,0,23,993,-4,-4,-4,105,-103,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.295,0,22,991,-4,-2,-3,99,-91,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.305,-3,20,990,-4,-3,-2,109,-99,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.314,-2,20,989,-5,-4,-3,102,-121,-7,26.100000,48.099998,979.080017
16/06/2023,18:11:39.324,-1,22,991,-4,-4,-3,97,-96,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.333,-1,24,993,-4,-5,-3,105,-97,-15,26.100000,48.099998,979.080017
16/06/2023,18:11:39.342,0,24,991,-5,-4,-4,111,-103,-15,26.100000,48.099998,979.080017
16/06/2023,18:11:39.352,0,22,990,-5,-3,-4,106,-81,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.361,0,23,992,-5,-3,-3,106,-102,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.370,0,25,993,-5,-6,-2,106,-102,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.379,0,23,994,-4,-5,-3,118,-84,-30,26.100000,48.099998,979.080017
16/06/2023,18:11:39.389,-1,21,990,-4,-2,-3,126,-109,-28,26.100000,48.099998,979.080017
16/06/2023,18:11:39.399,0,23,988,-4,-3,-3,106,-118,-21,26.100000,48.099998,979.080017
16/06/2023,18:11:39.408,-1,22,991,-5,-4,-3,100,-96,-30,26.100000,48.099998,979.080017
16/06/2023,18:11:39.417,-2,21,992,-5,-4,-3,112,-106,-19,26.100000,48.099998,979.080017
16/06/2023,18:11:39.427,-2,21,993,-4,-5,-3,112,-91,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.436,-1,22,993,-4,-4,-4,108,-103,-24,26.100000,48.099998,979.080017
16/06/2023,18:11:39.445,0,23,992,-4,-5,-4,106,-112,-16,26.100000,48.099998,979.080017
16/06/2023,18:11:39.455,-1,22,992,-3,-4,-2,106,-99,-30,26.100000,48.099998,979.080017
16/06/2023,18:11:39.464,-1,24,992,-5,-4,-3,106,-99,-30,26.100000,48.099998,979.080017
16/06/2023,18:11:39.473,-1,24,992,-5,-3,-3,114,-109,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.483,0,22,993,-5,-5,-4,88,-96,-15,26.100000,48.099998,979.080017
16/06/2023,18:11:39.492,0,22,993,-4,-5,-4,111,-97,-15,26.100000,48.099998,979.080017
16/06/2023,18:11:39.502,-3,21,991,-4,-4,-4,105,-85,-18,26.100000,48.099998,979.080017
16/06/2023,18:11:39.511,-2,19,992,-5,-4,-4,93,-84,-25,26.100000,48.099998,979.080017
