F1_accX_Mean,F2_accX_STD,F3_accX_MinMax,F4_accX_RMS,F5_accY_Mean,F6_accY_STD,F7_accY_MinMax,F8_accY_RMS,F9_accZ_Mean,F10_accZ_STD,F11_accZ_MinMax,F12_accZ_RMS,F13_acc_Magnituda_Mean,F14_acc_Magnituda_STD,F15_acc_Magnituda_MinMax,F16_acc_Magnituda_RMS,class
-0.0006153846153846154,0.0009126008090542055,0.005,0.0011006990785580142,0.02155769230769231,0.0014730066261595901,0.007000000000000003,0.02160795793576631,0.9912500000000001,0.0013850159676946812,0.007000000000000006,0.991250967600653,0.9914860865289108,0.0013915363564239779,0.006998619733146638,0.9914870630289868,Mirovanje
-0.0008076923076923078,0.0011525633895208998,0.006,0.0014073980356563067,0.022125,0.001458974218151496,0.007000000000000003,0.022173051904716023,0.9918365384615384,0.0013875169917398733,0.007000000000000006,0.9918375089856046,0.9920853495423457,0.001388687945830695,0.006998619733146638,0.9920863214613783,Mirovanje
-0.0010961538461538463,0.001069860080438548,0.006,0.0015317159809030674,0.021913461538461538,0.0014878390171078329,0.007000000000000003,0.021963912710135723,0.9917115384615385,0.0014456371826655984,0.007000000000000006,0.9917125921276866,0.9919559117196474,0.0014471366359818322,0.00699978105493404,0.9919569673125946,Mirovanje
-0.0007596153846153847,0.0009756180714305036,0.005,0.0012364651850521931,0.021317307692307687,0.0014693301919642674,0.008999999999999998,0.021367885680654942,0.9916826923076922,0.0013746637566281385,0.007000000000000006,0.9916836450819771,0.9919136446624847,0.0013743507844710052,0.006997771497864735,0.9919145967812412,Mirovanje
-0.0006153846153846154,0.00109463457467367,0.006,0.0012557559782549622,0.02109615384615384,0.0013624019426198852,0.008999999999999998,0.0211401004291334,0.9916538461538462,0.0012991804426195808,0.007000000000000006,0.9916546971912846,0.9918799490453065,0.00129842699038861,0.007040738459967333,0.991880798902151,Mirovanje
-0.000778846153846154,0.0011925790634105594,0.006,0.0014243757067031696,0.021394230769230766,0.0012816626013380582,0.006000000000000002,0.021432586620162515,0.9917211538461538,0.0012819511178820573,0.007000000000000006,0.9917219824046531,0.9919537421015062,0.0012839512523174106,0.0070604515117855815,0.9919545730526171,Mirovanje
-0.0005192307692307693,0.0011092337031861337,0.006,0.0012247448713915891,0.02172115384615384,0.0013619607667541358,0.008,0.02176381082298,0.9916634615384615,0.0012216837130266404,0.006000000000000005,0.9916642140672105,0.9919030045192532,0.0012274154778763203,0.006106914401292296,0.9919037639423881,Mirovanje
-0.000701923076923077,0.0010820191923179455,0.006,0.0012897525105467088,0.021528846153846152,0.00171507305725324,0.008999999999999998,0.02159705286162194,0.9916634615384616,0.0012058397721973764,0.006000000000000005,0.9916641946747902,0.9918994351241432,0.001217273285557959,0.0061428032735051374,0.9919001820515239,Mirovanje
-0.0010096153846153846,0.0010515116619172272,0.005,0.001457737973711325,0.021355769230769227,0.0016344739757838888,0.008,0.021418225524430932,0.9917788461538461,0.0012931530545473764,0.007000000000000006,0.9917796892067698,0.9920111520474486,0.0013005849398878605,0.0070561887258223654,0.9920120046187406,Mirovanje
-0.000875,0.0013059589756779675,0.007,0.0015719904090527544,0.021346153846153845,0.0012616322666812862,0.006000000000000002,0.021383404780343097,0.9917115384615385,0.0015296623365649458,0.008000000000000007,0.9917127181722615,0.9919432905184493,0.0015313176982252785,0.007999876214885626,0.9919444725076406,Mirovanje
-0.0007403846153846155,0.0015504043660364388,0.008,0.0017181161418609269,0.021615384615384613,0.0015523412362008126,0.008,0.021671054782465376,0.9917115384615385,0.0018010310984964933,0.009000000000000008,0.9917131738717446,0.9919497674007285,0.0018068544135016575,0.009019562506518697,0.9919514130083342,Mirovanje
-0.0008365384615384616,0.0014683230683797401,0.008,0.0016899021364473242,0.021538461538461538,0.001598816130063579,0.008,0.021597720677458965,0.9915865384615384,0.0017187348708317472,0.009000000000000008,0.9915880280175292,0.9918231541494058,0.0017220651870083665,0.009017552949449392,0.9918246491267418,Mirovanje
-0.000903846153846154,0.0011310243040409701,0.006,0.0014478100172860546,0.02183653846153846,0.0015386718606234912,0.007000000000000003,0.02189068119261991,0.9912692307692308,0.0017109981861180958,0.01100000000000001,0.991270707417815,0.9915119879952421,0.0017003303389435326,0.01102065313306333,0.9915134459307844,Mirovanje
