#Format version: 1.0
time[us],accX[g],accY[g],accZ[g],
678368783,-0.127,0.264,-0.951,
678407307,-0.173,0.25,-0.972,
678445831,-0.194,0.156,-0.945,
678484355,-0.236,0.174,-0.951,
678522880,-0.262,0.157,-0.938,
678561404,-0.342,0.105,-0.994,
678599928,-0.251,-0.091,-0.951,
678638452,-0.144,-0.182,-0.963,
678676977,-0.044,-0.109,-1.025,
678715500,0.134,-0.041,-1.025,
678754025,0.193,-0.016,-1.115,
678792549,0.196,0.04,-1.122,
678831073,0.15,0.083,-1.113,
678869597,0.14,0.056,-1.066,
678908121,0.114,0.022,-1.014,
678946645,0.058,-0.012,-0.958,
678985170,-0.044,-0.058,-0.979,
679023694,-0.086,-0.071,-0.959,
679062218,-0.165,-0.028,-0.961,
679100742,-0.262,0.029,-0.987,
679139267,-0.223,0.069,-0.92,
679177791,-0.239,0.066,-0.956,
679216315,-0.268,0.052,-0.975,
679254839,-0.208,0.067,-0.981,
679293363,-0.209,0.075,-1.016,
679331888,-0.188,0.139,-1.05,
679370412,-0.144,0.165,-1.099,
679408936,-0.138,0.193,-1.144,
679447460,-0.053,0.147,-1.177,
679485985,0.047,0.109,-1.133,
679524509,0.085,0.062,-1.163,
679563033,0.202,-0.118,-1.172,
679601557,0.275,-0.185,-1.171,
679640081,0.052,0.013,-1.115,
679678605,-0.052,-0.034,-1.098,
679717129,-0.032,-0.003,-0.898,
