dd/mm/yyyy,hh:mm:ss.ms,accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magX[mG],magY[mG],magZ[mG],T[degC],rH[%],Press[hPa],
16/06/2023,17:58:49.796,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.797,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.797,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.798,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.798,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.802,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.803,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.803,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.804,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.804,4,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.805,2,18,994,-5,-4,-4,-829,91,-1711,0.000000,0.000000,0.000000
16/06/2023,17:58:49.817,2,18,996,-4,-3,-6,-844,103,-1699,0.000000,0.000000,0.000000
16/06/2023,17:58:49.827,0,19,996,-4,-4,-6,-853,81,-1716,0.000000,0.000000,0.000000
16/06/2023,17:58:49.836,0,20,996,-5,-4,-4,-862,82,-1713,0.000000,0.000000,0.000000
16/06/2023,17:58:49.845,0,20,996,-5,-4,-5,-862,82,-1713,0.000000,0.000000,0.000000
16/06/2023,17:58:49.854,2,19,996,-4,-3,-6,-850,97,-1720,0.000000,0.000000,0.000000
16/06/2023,17:58:49.864,2,16,995,-5,-4,-6,-846,102,-1726,0.000000,0.000000,0.000000
16/06/2023,17:58:49.874,1,18,993,-4,-5,-4,-843,100,-1729,0.000000,0.000000,0.000000
16/06/2023,17:58:49.883,5,20,994,-4,-4,-3,-858,85,-1717,0.000000,0.000000,0.000000
16/06/2023,17:58:49.892,6,19,996,-4,-3,-4,-846,99,-1728,0.000000,0.000000,0.000000
16/06/2023,17:58:49.902,2,18,995,-4,-4,-6,-855,90,-1728,0.000000,0.000000,0.000000
16/06/2023,17:58:49.911,1,18,994,-5,-4,-5,-882,94,-1734,0.000000,0.000000,0.000000
