F1_accX_Mean,F2_accX_STD,F3_accX_MinMax,F4_accX_RMS,F5_accY_Mean,F6_accY_STD,F7_accY_MinMax,F8_accY_RMS,F9_accZ_Mean,F10_accZ_STD,F11_accZ_MinMax,F12_accZ_RMS,F13_acc_Magnituda_Mean,F14_acc_Magnituda_STD,F15_acc_Magnituda_MinMax,F16_acc_Magnituda_RMS,class
0.0018461538461538465,0.0013570983664905655,0.007,0.0022912878474779202,0.01869230769230769,0.0013234346564680965,0.005999999999999998,0.018739099395484463,0.993798076923077,0.001340061764451319,0.006000000000000005,0.9937989804087838,0.9939773781833918,0.0013375228457037918,0.006001022152292035,0.9939782780864441,Mirovanje
0.0014615384615384618,0.0011842157167954348,0.005,0.0018810798862519207,0.018769230769230764,0.0014089737756934001,0.006999999999999999,0.018822041089351357,0.9937596153846153,0.001431078078741906,0.006000000000000005,0.9937606458065472,0.9939396353784823,0.0014248051949469303,0.006001022152292035,0.9939406566018687,Mirovanje
0.001528846153846154,0.0011598800565412487,0.005,0.0019190342122255943,0.01838461538461538,0.0014826411744151063,0.007999999999999998,0.0184443028518919,0.994048076923077,0.0015403534040821475,0.007000000000000006,0.9940492703699735,0.9942210355266137,0.0015360467000747793,0.006998719282874322,0.994222222102824,Mirovanje
0.0016826923076923082,0.0010942544272148458,0.004,0.00200719858356022,0.018028846153846152,0.0013760082371261637,0.007000000000000001,0.01808128016230301,0.9941346153846152,0.0015257891546274348,0.007000000000000006,0.9941357862678828,0.9943010588344591,0.001525607287886504,0.007029352536121469,0.99430222924266,Mirovanje
0.0019423076923076924,0.001277218455178487,0.005,0.002324617420963319,0.018326923076923074,0.001251478415655688,0.005999999999999998,0.01836960281803359,0.9943942307692306,0.0013965497955178503,0.007000000000000006,0.9943952114418398,0.9945666002558623,0.0014001242099742918,0.007029352536121469,0.9945675857840469,Mirovanje
0.001653846153846154,0.0025599325065067285,0.024,0.0030476977439473124,0.01842307692307692,0.001633144134274011,0.014000000000000002,0.01849532165378378,0.9935673076923077,0.006952814072065364,0.05900000000000005,0.993591634696298,0.993744059571002,0.006960315396710212,0.059172021333179003,0.9937684347588612,Mirovanje
0.0015576923076923077,0.002552626562359623,0.024,0.002990369156526948,0.01831730769230769,0.0017279624677465737,0.014000000000000002,0.018398630801899782,0.9936153846153846,0.006996300797712394,0.05900000000000005,0.9936400156843677,0.9937901607233329,0.007003509248938695,0.059172021333179003,0.9938148382331126,Mirovanje
0.0015769230769230773,0.0014655814525582809,0.006,0.002152815687562543,0.018701923076923074,0.0014992293385161111,0.006999999999999999,0.01876191928840478,0.9949134615384616,0.0028457477620906254,0.02400000000000002,0.9949175313717057,0.9950926745934654,0.0028473552574223297,0.02399614613530554,0.9950967482921138,Mirovanje
0.0015,0.0014411533842457842,0.006,0.002080125735844609,0.018451923076923074,0.0015496886020467497,0.007999999999999998,0.018516884187141206,0.994625,0.0028561253339230296,0.02400000000000002,0.9946291007591337,0.994799513042378,0.002859868991343098,0.02399614613530554,0.9948036238373883,Mirovanje
0.0016153846153846155,0.0013749663793630367,0.005,0.0021213203435596424,0.018249999999999995,0.0014260623570355702,0.007999999999999998,0.018305631752172716,0.9940769230769232,0.001523484793872183,0.008000000000000007,0.9940780904939007,0.9942477107911061,0.0015283129559272998,0.008098854348700057,0.9942488854174522,Mirovanje
0.0014903846153846156,0.0013727792717673454,0.006,0.0020262697823264383,0.01863461538461538,0.0013305413321976853,0.006000000000000002,0.018682056384917343,0.994173076923077,0.0015028326311202348,0.008000000000000007,0.994174212794023,0.9943506536343519,0.0015059885631327128,0.007938298440260505,0.9943517940772347,Mirovanje
0.0017596153846153846,0.0015596794068240452,0.008,0.0023513498578149007,0.018624999999999996,0.0013022724221676745,0.006000000000000002,0.018670472368462948,0.9942596153846153,0.0013300895885651727,0.007000000000000006,0.9942605050604579,0.9944376747642967,0.0013335355530483767,0.006994443931259919,0.9944385688958832,Mirovanje
0.0019615384615384616,0.0014670947017508193,0.007,0.0024494897427831783,0.01844230769230769,0.001459892798204211,0.007000000000000001,0.0185,0.9942884615384615,0.0011983408154858008,0.006000000000000005,0.9942891836730553,0.9944635636700003,0.0012046999601973572,0.006048266227141386,0.9944642933606167,Mirovanje
0.0020192307692307693,0.0013585963431676973,0.007,0.0024337372337779038,0.01863461538461538,0.0014679767100679,0.007000000000000001,0.018692347261749828,0.993951923076923,0.001361417584812496,0.008000000000000007,0.9939528554444389,0.9941306461540693,0.0013653375126910353,0.008017185993900777,0.9941315837298556,Mirovanje
0.0018653846153846155,0.0014810189599607812,0.007,0.002381822185444775,0.018749999999999996,0.0014461487315785173,0.006999999999999999,0.01880568653768977,0.994028846153846,0.0012668611329492738,0.006000000000000005,0.9940296534425302,0.9942095664036468,0.0012715807588774657,0.0060767822638020386,0.9942103795707194,Mirovanje
0.0017884615384615385,0.0015791494602321464,0.007,0.002385855756810896,0.018596153846153842,0.0014379421110715478,0.006999999999999999,0.018651665217470942,0.9944711538461539,0.0015251527714728664,0.01100000000000001,0.9944723233570036,0.9946489057023526,0.0015274918219583755,0.010984912242321898,0.9946500785935493,Mirovanje
0.0018365384615384615,0.0014485442090056441,0.006,0.0023390497741933255,0.01846153846153846,0.001285444228236031,0.006000000000000002,0.018506235955233288,0.9942884615384615,0.0016965637041876352,0.01100000000000001,0.9942899089686684,0.9944634199920233,0.0016974385905577872,0.010984912242321898,0.9944648686605274,Mirovanje
0.00175,0.0012916149700159221,0.005,0.0021750331562459526,0.01819230769230769,0.001474637654821601,0.006999999999999999,0.01825197565702451,0.9942788461538462,0.0013619607667541376,0.007000000000000006,0.9942797789586962,0.9944487284739852,0.001367723379599595,0.00700866513092091,0.9944496690284377,Mirovanje
0.0018846153846153848,0.0013251102443809397,0.005,0.0023038429433649135,0.018125,0.0015484949268439782,0.006999999999999999,0.018191026951177372,0.9944807692307691,0.001192772862112363,0.006000000000000005,0.994481484531976,0.9946497864336382,0.0012027378297558202,0.006083507360599927,0.9946505136130828,Mirovanje
0.0017115384615384618,0.0013131954342445417,0.006,0.0021572774865200243,0.018317307692307692,0.0013954901473959929,0.006000000000000002,0.018370387961231353,0.9942980769230767,0.001150917758308792,0.0050000000000000044,0.9942987430267702,0.9944701013809125,0.0011544886543300688,0.005041801239136556,0.9944707715084519,Mirovanje
0.0017211538461538466,0.0012744284599020394,0.006,0.002141620522300452,0.01838461538461538,0.0013888823142513683,0.007999999999999998,0.018437002926806646,0.994326923076923,0.0010691685095321271,0.0050000000000000044,0.9943274978984151,0.994500147422922,0.0010674587085394472,0.005041801239136556,0.9945007203075862,Mirovanje
0.0019134615384615386,0.0012098202101256215,0.005,0.0022638462845343543,0.018278846153846152,0.0014508401463212666,0.007999999999999998,0.018336334253229402,0.9943653846153845,0.0011933928064692474,0.006000000000000005,0.9943661007434295,0.994537004620638,0.0011978738446866888,0.006094479550726284,0.9945377260122104,Mirovanje
0.001721153846153846,0.0012968655316186763,0.005,0.0021550477417520866,0.018307692307692306,0.0013663322821793546,0.006000000000000002,0.01835860728754939,0.9939615384615385,0.0012703957357625968,0.006000000000000005,0.9939623503162248,0.9941334032096608,0.0012701028459522745,0.006094479550726284,0.9941342145497566,Mirovanje
